,% Observed
19919,60.8
19920,60.7
19921,60.6
19922,60.5
19923,60.6
19924,60.7
19925,60.4
19926,60.5
19927,60.9
19928,61.0
19929,61.0
19930,61.0
19931,61.1
19932,61.0
19933,61.0
19934,61.0
19935,61.0
19936,61.0
19937,60.9
19938,60.7
19939,60.7
19940,60.7
19941,60.7
19942,61.5
19943,61.5
19944,61.4
19945,61.3
19946,61.2
19947,61.2
19948,61.3
19949,61.5
19950,61.6
19951,61.6
19952,61.6
19953,61.6
19954,61.7
19955,61.1
19956,61.5
19957,61.7
19958,61.7
19959,61.6
19960,61.6
19961,61.5
19962,61.3
19963,61.4
19964,61.4
19965,61.4
19966,61.5
19967,61.5
19968,61.4
19969,61.3
19970,61.3
19971,61.2
19972,61.3
19973,61.5
19974,61.7
19975,61.7
19976,61.7
19977,61.7
19978,61.7
19979,61.7
19980,61.7
19981,61.7
19982,61.7
19983,61.7
19984,61.6
19985,61.5
19986,61.4
19987,61.4
19988,61.3
19989,60.8
19990,60.9
19991,60.8
19992,60.8
19993,60.7
19994,60.6
19995,60.9
19996,61.3
19997,61.3
19998,61.5
19999,61.0
20000,60.9
20001,61.7
20002,61.7
20003,61.7
20004,61.7
20005,61.7
20006,61.4
20007,61.6
20008,61.6
20009,61.4
20010,61.3
20011,61.3
20012,61.3
20013,61.3
20014,61.6
20015,61.5
20016,61.4
20017,61.4
20018,61.3
20019,61.2
20020,61.3
20021,61.4
20022,61.5
20023,61.6
20024,61.7
20025,61.8
20026,61.8
20027,61.7
20028,61.7
20029,61.7
20030,61.7
20031,61.7
20032,61.7
20033,61.5
20034,61.3
20035,61.3
20036,61.3
20037,61.3
20038,61.5
20039,61.5
20040,61.4
20041,61.5
20042,61.4
20043,61.3
20044,61.4
20045,61.6
20046,61.6
20047,61.6
20048,61.7
20049,61.8
20050,61.7
20051,61.8
20052,61.8
20053,53.8
20054,61.7
20055,61.8
20056,61.7
20057,61.6
20058,61.4
20059,61.4
20060,61.3
20061,61.4
20062,60.8
20063,60.7
20064,60.7
20065,60.7
20066,60.6
20067,60.5
20068,60.6
20069,60.8
20070,60.9
20071,60.9
20072,61.0
20073,61.0
20074,61.0
20075,61.0
20076,60.9
20077,61.0
20078,61.0
20079,60.9
20080,60.9
20081,60.8
20082,60.7
20083,60.6
20084,60.6
20085,60.6
20086,61.1
20087,61.2
20088,61.2
20089,61.0
20090,60.9
20091,60.9
20092,61.0
20093,61.1
20094,61.2
20095,61.3
20096,61.3
20097,61.3
20098,61.2
20099,61.2
20100,61.2
20101,61.2
20102,61.2
20103,61.2
20104,61.2
20105,61.1
20106,61.0
20107,60.9
20108,60.9
20109,60.9
20110,61.2
20111,61.5
20112,61.4
20113,61.3
20114,61.2
20115,61.2
20116,61.3
20117,61.4
20118,61.5
20119,61.6
20120,61.4
20121,61.5
20122,61.5
20123,61.5
20124,61.6
20125,61.6
20126,61.6
20127,61.6
20128,61.5
20129,61.3
20130,61.2
20131,61.3
20132,61.3
20133,61.0
20134,61.3
20135,61.5
20136,61.4
20137,60.6
20138,61.2
20139,61.2
20140,61.3
20141,61.5
20142,61.1
20143,61.4
20144,59.5
20145,61.3
20146,61.6
20147,57.9
20148,61.6
20149,61.6
20150,61.7
20151,61.7
20152,61.6
20153,61.4
20154,61.2
20155,61.1
20156,61.3
20157,61.3
20158,61.7
20159,61.8
20160,61.7
20161,61.5
20162,61.4
20163,61.5
20164,61.6
20165,61.8
20166,61.9
20167,61.7
20168,61.5
20169,61.9
20170,61.9
20171,61.9
20172,61.9
20173,61.9
20174,61.9
20175,61.9
20176,61.8
20177,61.7
20178,61.6
20179,61.6
20180,61.6
20181,61.6
20182,61.9
20183,61.0
20184,61.6
20185,61.6
20186,61.5
20187,61.5
20188,61.6
20189,61.7
20190,61.8
20191,61.9
20192,61.9
20193,62.0
20194,61.9
20195,57.4
20196,57.3
20197,61.9
20198,61.9
20199,62.0
20200,62.0
20201,61.8
20202,61.7
20203,61.7
20204,61.6
20205,60.0
20206,58.2
20207,60.8
20208,61.6
20209,61.6
20210,61.5
20211,61.5
20212,61.6
20213,61.8
20214,61.9
20215,61.9
20216,61.9
20217,61.9
20218,61.9
20219,61.9
20220,61.9
20221,61.9
20222,61.9
20223,61.9
20224,61.8
20225,61.7
20226,61.6
20227,61.6
20228,61.6
20229,61.5
20230,61.8
20231,61.8
20232,61.8
20233,61.7
20234,61.6
20235,61.6
20236,61.6
20237,61.5
20238,61.4
20239,61.4
20240,61.5
20241,61.5
20242,62.0
20243,62.0
20244,62.0
20245,61.9
20246,62.0
20247,61.9
20248,61.9
20249,61.8
20250,61.7
20251,61.7
20252,61.6
20253,59.0
20254,58.4
20255,61.0
20256,61.9
20257,61.8
20258,61.7
20259,61.7
20260,61.9
20261,62.1
20262,62.2
20263,62.1
20264,62.1
20265,62.0
20266,62.1
20267,62.2
20268,62.1
20269,62.1
20270,62.2
20271,62.2
20272,62.2
20273,62.1
20274,62.0
20275,62.0
20276,62.0
20277,61.9
20278,62.4
20279,62.4
20280,62.3
20281,62.2
20282,62.1
20283,62.2
20284,62.3
20285,62.5
20286,62.6
20287,62.7
20288,62.7
20289,62.7
20290,62.6
20291,62.6
20292,62.6
20293,62.5
20294,62.5
20295,62.6
20296,62.5
20297,62.5
20298,62.4
20299,62.1
20300,58.9
20301,58.9
20302,58.5
20303,61.1
20304,61.9
20305,61.8
20306,61.8
20307,61.7
20308,61.8
20309,62.0
20310,62.1
20311,62.1
20312,62.2
20313,62.1
20314,62.2
20315,62.2
20316,62.2
20317,62.2
20318,62.1
20319,62.1
20320,62.1
20321,61.9
20322,61.8
20323,61.0
20324,61.5
20325,61.6
20326,61.5
20327,61.5
20328,61.4
20329,61.4
20330,61.2
20331,61.2
20332,61.3
20333,61.6
20334,61.8
20335,61.9
20336,61.9
20337,61.9
20338,61.9
20339,61.9
20340,61.9
20341,61.9
20342,61.8
20343,61.9
20344,61.8
20345,61.7
20346,61.6
20347,61.6
20348,61.5
20349,61.6
20350,61.8
20351,61.6
20352,61.6
20353,61.5
20354,61.5
20355,61.4
20356,61.5
20357,61.7
20358,61.8
20359,61.9
20360,61.9
20361,61.9
20362,61.9
20363,61.9
20364,61.9
20365,62.0
20366,62.0
20367,62.0
20368,61.9
20369,61.8
20370,61.6
20371,61.6
20372,61.6
20373,61.5
20374,61.7
20375,61.7
20376,61.6
20377,61.6
20378,61.6
20379,61.4
20380,61.6
20381,61.7
20382,61.8
20383,61.8
20384,61.8
20385,61.9
20386,61.9
20387,61.9
20388,61.8
20389,61.9
20390,61.9
20391,61.8
20392,61.8
20393,61.6
20394,61.5
20395,61.5
20396,61.6
20397,61.5
20398,61.5
20399,61.5
20400,61.4
20401,61.2
20402,60.3
20403,60.2
20404,60.7
20405,61.6
20406,61.7
20407,61.7
20408,61.7
20409,61.6
20410,61.6
20411,61.6
20412,61.6
20413,61.6
20414,61.5
20415,61.4
20416,61.4
20417,61.3
20418,61.2
20419,61.1
20420,61.1
20421,61.0
20422,61.0
20423,61.1
20424,61.1
20425,61.0
20426,60.9
20427,60.9
20428,61.0
20429,61.2
20430,61.3
20431,61.1
20432,61.1
20433,61.2
20434,61.2
20435,61.1
20436,61.2
20437,61.4
20438,61.4
20439,61.4
20440,61.3
20441,61.3
20442,61.1
20443,61.2
20444,61.2
20445,61.2
20446,61.3
20447,61.2
20448,61.2
20449,61.2
20450,61.0
20451,61.0
20452,61.1
20453,61.3
20454,61.4
20455,61.4
20456,61.4
20457,61.4
20458,61.2
20459,61.1
20460,61.2
20461,61.2
20462,60.9
20463,60.9
20464,61.0
20465,61.0
20466,60.9
20467,60.9
20468,60.9
20469,60.9
20470,61.2
20471,61.2
20472,61.2
20473,61.1
20474,61.0
20475,61.0
20476,61.1
20477,61.3
20478,61.4
20479,61.4
20480,61.4
20481,61.2
20482,61.3
20483,61.4
20484,61.5
20485,61.5
20486,61.4
20487,61.4
20488,61.4
20489,61.3
20490,61.1
20491,61.1
20492,61.1
20493,61.1
20494,61.3
20495,61.3
20496,61.2
20497,61.2
20498,61.2
20499,61.2
20500,61.2
20501,61.4
20502,61.4
20503,61.5
20504,60.4
20505,61.5
20506,60.8
20507,61.6
20508,61.6
20509,61.6
20510,61.7
20511,61.7
20512,61.6
20513,61.5
20514,61.2
20515,58.9
20516,51.2
20517,51.2
20518,51.6
20519,51.6
20520,51.6
20521,51.5
20522,51.5
20523,51.4
20524,56.6
20525,61.7
20526,61.7
20527,61.9
20528,61.9
20529,61.9
20530,61.9
20531,62.0
20532,62.0
20533,62.0
20534,62.0
20535,62.0
20536,61.9
20537,61.8
20538,60.9
20539,61.5
20540,61.4
20541,61.5
20542,61.5
20543,61.5
20544,61.5
20545,61.5
20546,61.4
20547,61.4
20548,61.5
20549,61.6
20550,61.6
20551,61.6
20552,61.7
20553,61.7
20554,61.7
20555,61.7
20556,61.7
20557,61.7
20558,61.7
20559,61.7
20560,61.7
20561,61.6
20562,61.4
20563,61.4
20564,61.4
20565,61.4
20566,61.1
20567,61.1
20568,60.9
20569,60.5
20570,60.5
20571,60.5
20572,60.4
20573,60.8
20574,61.0
20575,61.1
20576,61.1
20577,61.1
20578,61.2
20579,61.1
20580,61.1
20581,61.2
20582,61.1
20583,61.1
20584,60.8
20585,60.7
20586,60.7
20587,60.9
20588,60.9
20589,60.8
20590,59.7
20591,61.3
20592,61.3
20593,61.2
20594,61.1
20595,60.8
20596,61.0
20597,60.4
20598,61.4
20599,61.5
20600,61.4
20601,60.8
20602,60.1
20603,60.8
20604,61.4
20605,61.5
20606,61.5
20607,61.5
20608,61.5
20609,61.3
20610,61.1
20611,61.3
20612,61.3
20613,61.2
20614,61.2
20615,61.2
20616,61.2
20617,61.1
20618,61.0
20619,61.0
20620,61.1
20621,61.3
20622,61.5
20623,61.5
20624,61.5
20625,52.5
20626,61.5
20627,61.5
20628,61.5
20629,61.5
20630,61.5
20631,61.5
20632,61.5
20633,61.3
20634,61.2
20635,61.2
20636,61.2
20637,61.2
20638,60.4
20639,60.4
20640,60.3
20641,60.2
20642,60.1
20643,60.1
20644,60.2
20645,60.4
20646,60.5
20647,60.5
20648,61.5
20649,61.8
20650,61.8
20651,61.7
20652,61.7
20653,61.7
20654,61.7
20655,61.7
20656,61.7
20657,61.6
20658,61.4
20659,61.5
20660,61.4
20661,61.4
20662,61.3
20663,61.3
20664,60.5
20665,61.2
20666,61.0
20667,61.0
20668,61.1
20669,61.3
20670,61.3
20671,61.5
20672,60.7
20673,61.5
20674,61.5
20675,61.5
20676,61.5
20677,61.5
20678,61.3
20679,60.9
20680,60.8
20681,60.7
20682,61.2
20683,61.2
20684,61.2
20685,61.2
20686,61.7
20687,61.6
20688,61.6
20689,61.5
20690,61.4
20691,61.4
20692,61.4
20693,61.6
20694,61.7
20695,61.8
20696,61.9
20697,61.9
20698,61.7
20699,61.7
20700,61.6
20701,61.6
20702,61.6
20703,61.7
20704,61.7
20705,61.6
20706,61.5
20707,61.3
20708,61.3
20709,61.4
20710,61.4
20711,61.3
20712,61.3
20713,61.2
20714,61.1
20715,61.1
20716,61.3
20717,61.4
20718,61.5
20719,61.5
20720,61.6
20721,61.6
20722,61.6
20723,61.6
20724,61.6
20725,61.6
20726,61.6
20727,61.6
20728,61.6
20729,61.4
20730,61.2
20731,61.2
20732,61.2
20733,61.1
20734,61.1
20735,61.1
20736,61.0
20737,61.0
20738,61.0
20739,60.9
20740,61.0
20741,61.2
20742,61.2
20743,61.3
20744,61.3
20745,61.3
20746,61.3
20747,61.3
20748,61.3
20749,61.3
20750,61.3
20751,61.3
20752,61.3
20753,61.2
20754,61.1
20755,60.9
20756,60.8
20757,60.8
20758,61.0
20759,61.1
20760,61.1
20761,61.0
20762,60.8
20763,60.8
20764,60.9
20765,61.2
20766,61.3
20767,60.7
20768,61.3
20769,61.2
20770,61.3
20771,61.3
20772,61.3
20773,61.2
20774,61.3
20775,61.3
20776,61.2
20777,61.1
20778,60.9
20779,60.9
20780,60.9
20781,60.9
20782,60.5
20783,61.2
20784,61.2
20785,61.1
20786,60.8
20787,61.0
20788,61.1
20789,61.3
20790,61.4
20791,61.4
20792,61.4
20793,61.4
20794,61.3
20795,61.3
20796,61.3
20797,61.4
20798,61.4
20799,61.4
20800,61.4
20801,61.2
20802,61.1
20803,61.0
20804,61.1
20805,61.1
20806,55.0
20807,59.5
20808,60.2
20809,60.1
20810,60.8
20811,60.8
20812,60.8
20813,61.0
20814,61.2
20815,60.4
20816,60.9
20817,60.9
20818,60.8
20819,60.8
20820,60.8
20821,60.7
20822,60.8
20823,60.8
20824,60.8
20825,60.5
20826,60.5
20827,60.5
20828,60.4
20829,60.4
20830,61.0
20831,61.0
20832,60.9
20833,60.9
20834,60.8
20835,60.8
20836,60.9
20837,59.5
20838,60.4
20839,61.2
20840,61.2
20841,61.2
20842,61.2
20843,61.2
20844,58.8
20845,61.2
20846,61.2
20847,61.3
20848,61.3
20849,61.1
20850,60.9
20851,60.9
20852,60.1
20853,60.9
20854,61.1
20855,61.1
20856,61.0
20857,61.0
20858,60.9
20859,60.9
20860,60.9
20861,61.2
20862,61.3
20863,61.3
20864,61.3
20865,61.3
20866,61.3
20867,61.3
20868,61.3
20869,61.3
20870,61.2
20871,61.2
20872,61.2
20873,61.0
20874,60.9
20875,60.8
20876,60.9
20877,61.0
20878,60.8
20879,60.8
20880,60.7
20881,60.7
20882,60.7
20883,60.7
20884,60.6
20885,60.1
20886,61.0
20887,61.0
20888,61.1
20889,60.0
20890,54.6
20891,61.1
20892,61.1
20893,61.1
20894,61.1
20895,61.1
20896,60.3
20897,57.7
20898,60.8
20899,60.8
20900,60.8
20901,60.0
20902,60.8
20903,60.7
20904,60.7
20905,60.6
20906,60.6
20907,60.5
20908,60.5
20909,60.7
20910,60.9
20911,60.9
20912,61.0
20913,60.9
20914,60.9
20915,60.9
20916,61.0
20917,61.0
20918,61.0
20919,61.0
20920,60.9
20921,60.8
20922,57.5
20923,60.6
20924,60.6
20925,60.6
20926,61.1
20927,51.5
20928,51.5
20929,51.4
20930,51.4
20931,51.4
20932,51.5
20933,51.7
20934,51.7
20935,52.5
20936,61.2
20937,61.2
20938,61.4
20939,61.4
20940,61.3
20941,61.3
20942,61.4
20943,61.3
20944,61.4
20945,61.2
20946,61.0
20947,61.0
20948,61.0
20949,61.0
20950,61.3
20951,61.2
20952,61.1
20953,61.0
20954,61.0
20955,60.9
20956,61.0
20957,61.2
20958,61.4
20959,61.4
20960,61.4
20961,61.4
20962,61.4
20963,61.3
20964,61.3
20965,61.3
20966,61.3
20967,61.3
20968,61.3
20969,60.4
20970,61.1
20971,61.1
20972,61.1
20973,61.0
20974,58.9
20975,61.3
20976,61.2
20977,61.2
20978,61.0
20979,61.1
20980,61.1
20981,61.3
20982,61.5
20983,61.5
20984,61.4
20985,61.4
20986,61.4
20987,61.4
20988,61.4
20989,61.3
20990,61.2
20991,61.2
20992,61.1
20993,60.9
20994,60.8
20995,61.0
20996,60.9
20997,60.9
20998,61.0
20999,61.0
21000,60.2
21001,60.9
21002,60.8
21003,60.9
21004,57.1
21005,58.9
21006,60.6
21007,59.8
21008,61.3
21009,61.3
21010,61.3
21011,61.3
21012,61.3
21013,61.3
21014,61.2
21015,61.3
21016,61.2
21017,59.5
21018,60.9
21019,60.9
21020,60.9
21021,60.8
21022,61.0
21023,61.0
21024,60.9
21025,60.9
21026,60.9
21027,60.9
21028,61.0
21029,61.1
21030,61.3
21031,61.4
21032,61.5
21033,61.5
21034,61.5
21035,61.5
21036,61.5
21037,61.5
21038,61.5
21039,61.1
21040,61.0
21041,60.7
21042,60.9
21043,60.9
21044,60.9
21045,60.8
21046,60.7
21047,51.2
21048,51.1
21049,51.1
21050,51.1
21051,51.0
21052,51.1
21053,51.3
21054,51.5
21055,51.4
21056,51.5
21057,51.5
21058,51.4
21059,51.5
21060,51.5
21061,51.5
21062,51.5
21063,51.5
21064,51.5
21065,51.3
21066,51.2
21067,49.4
21068,51.1
21069,51.0
21070,50.9
21071,50.9
21072,50.9
21073,50.8
21074,50.8
21075,50.9
21076,51.0
21077,51.2
21078,51.3
21079,51.3
21080,51.3
21081,51.3
21082,51.3
21083,51.1
21084,51.0
21085,51.0
21086,51.0
21087,51.0
21088,51.0
21089,50.9
21090,51.0
21091,50.9
21092,50.9
21093,50.9
21094,60.7
21095,60.7
21096,60.7
21097,60.6
21098,60.6
21099,60.7
21100,60.7
21101,61.0
21102,61.1
21103,61.0
21104,61.0
21105,61.0
21106,60.9
21107,60.9
21108,60.9
21109,60.7
21110,60.8
21111,60.9
21112,60.8
21113,60.6
21114,60.5
21115,59.7
21116,54.0
21117,60.6
21118,61.1
21119,61.0
21120,61.0
21121,60.9
21122,60.8
21123,60.8
21124,60.8
21125,61.0
21126,61.2
21127,61.3
21128,61.3
21129,61.3
21130,61.3
21131,61.3
21132,60.5
21133,61.3
21134,59.1
21135,61.3
21136,61.2
21137,61.1
21138,60.9
21139,60.9
21140,60.9
21141,60.9
21142,61.3
21143,61.3
21144,61.3
21145,61.2
21146,61.1
21147,61.1
21148,61.1
21149,61.3
21150,61.4
21151,61.5
21152,61.4
21153,61.4
21154,61.4
21155,61.4
21156,61.4
21157,61.4
21158,61.4
21159,61.4
21160,61.5
21161,61.3
21162,61.1
21163,61.1
21164,61.1
21165,61.1
21166,61.2
21167,61.1
21168,61.2
21169,61.1
21170,61.0
21171,61.0
21172,61.0
21173,61.2
21174,61.4
21175,61.5
21176,61.5
21177,61.4
21178,61.3
21179,61.3
21180,61.3
21181,59.7
21182,61.4
21183,61.3
21184,61.3
21185,61.1
21186,61.1
21187,61.2
21188,61.2
21189,61.2
21190,61.6
21191,51.9
21192,51.9
21193,51.9
21194,51.8
21195,51.8
21196,51.9
21197,52.0
21198,52.1
21199,52.0
21200,52.0
21201,52.0
21202,52.1
21203,52.0
21204,52.0
21205,52.2
21206,52.2
21207,52.2
21208,52.2
21209,52.0
21210,51.9
21211,51.8
21212,51.8
21213,51.8
21214,51.8
21215,51.8
21216,51.8
21217,51.8
21218,51.7
21219,51.7
21220,51.7
21221,51.8
21222,51.9
21223,52.0
21224,52.0
21225,52.0
21226,52.0
21227,52.0
21228,52.0
21229,51.8
21230,52.0
21231,51.9
21232,51.9
21233,51.9
21234,51.7
21235,51.7
21236,51.8
21237,51.8
21238,51.7
21239,51.6
21240,51.6
21241,51.5
21242,51.4
21243,51.4
21244,51.4
21245,51.6
21246,51.8
21247,51.8
21248,51.8
21249,51.9
21250,51.8
21251,51.9
21252,51.9
21253,51.9
21254,51.9
21255,51.9
21256,51.9
21257,51.8
21258,51.6
21259,51.6
21260,51.6
21261,51.6
21262,61.6
21263,61.6
21264,61.6
21265,61.4
21266,61.3
21267,61.3
21268,61.4
21269,61.6
21270,61.9
21271,61.9
21272,61.8
21273,61.7
21274,61.7
21275,61.8
21276,60.6
21277,61.1
21278,60.5
21279,61.4
21280,61.7
21281,60.6
21282,60.2
21283,60.2
21284,60.2
21285,61.0
21286,61.5
21287,60.6
21288,60.5
21289,60.5
21290,60.2
21291,61.2
21292,61.3
21293,61.5
21294,61.7
21295,61.6
21296,60.9
21297,60.2
21298,61.8
21299,61.8
21300,61.8
21301,61.8
21302,61.7
21303,61.7
21304,61.7
21305,61.6
21306,61.5
21307,61.5
21308,61.4
21309,61.4
21310,61.9
21311,61.8
21312,61.9
21313,61.8
21314,61.6
21315,61.6
21316,61.6
21317,61.8
21318,62.0
21319,62.1
21320,62.1
21321,62.0
21322,62.1
21323,62.0
21324,61.9
21325,61.9
21326,61.9
21327,61.9
21328,61.9
21329,61.8
21330,61.7
21331,61.7
21332,61.7
21333,61.7
21334,61.8
21335,61.7
21336,61.6
21337,61.5
21338,61.4
21339,61.4
21340,61.5
21341,61.7
21342,61.9
21343,61.8
21344,61.9
21345,61.7
21346,61.7
21347,61.7
21348,61.7
21349,61.7
21350,61.7
21351,61.8
21352,61.8
21353,61.6
21354,61.4
21355,61.5
21356,61.4
21357,61.5
21358,61.6
21359,51.9
21360,51.8
21361,51.7
21362,51.6
21363,51.6
21364,51.6
21365,55.9
21366,61.8
21367,61.8
21368,61.8
21369,61.8
21370,61.8
21371,61.7
21372,61.8
21373,61.0
21374,61.8
21375,61.8
21376,61.8
21377,61.6
21378,61.5
21379,61.5
21380,61.4
21381,61.4
21382,61.6
21383,60.8
21384,57.5
21385,61.5
21386,61.5
21387,61.3
21388,60.5
21389,61.7
21390,61.8
21391,61.8
21392,61.9
21393,61.9
21394,61.9
21395,61.8
21396,61.8
21397,61.8
21398,61.7
21399,61.8
21400,61.7
21401,61.6
21402,61.5
21403,61.5
21404,61.5
21405,60.7
21406,61.2
21407,61.2
21408,61.2
21409,61.1
21410,61.1
21411,60.2
21412,60.9
21413,61.1
21414,61.2
21415,61.3
21416,61.3
21417,61.4
21418,61.4
21419,61.3
21420,61.3
21421,61.3
21422,61.3
21423,61.3
21424,61.3
21425,61.2
21426,61.1
21427,61.0
21428,61.0
21429,61.1
21430,61.5
21431,61.5
21432,61.4
21433,61.3
21434,61.2
21435,61.2
21436,61.1
21437,61.3
21438,61.5
21439,61.6
21440,53.9
21441,61.4
21442,61.4
21443,61.3
21444,61.4
21445,57.3
21446,61.5
21447,61.5
21448,61.4
21449,60.5
21450,61.2
21451,61.1
21452,61.2
21453,61.1
21454,61.3
21455,61.3
21456,61.2
21457,61.1
21458,61.0
21459,61.0
21460,61.1
21461,61.2
21462,61.4
21463,61.5
21464,61.5
21465,61.5
21466,61.5
21467,61.2
21468,58.0
21469,61.4
21470,61.4
21471,61.3
21472,61.3
21473,61.0
21474,60.0
21475,61.0
21476,61.1
21477,61.1
21478,61.2
21479,61.2
21480,61.2
21481,61.1
21482,61.1
21483,61.1
21484,61.1
21485,61.2
21486,61.0
21487,61.1
21488,61.2
21489,59.6
21490,61.3
21491,61.3
21492,57.4
21493,56.6
21494,57.5
21495,61.2
21496,61.3
21497,61.1
21498,60.9
21499,61.0
21500,61.0
21501,61.0
21502,61.3
21503,61.3
21504,61.3
21505,61.2
21506,61.1
21507,61.1
21508,61.1
21509,61.3
21510,61.5
21511,61.6
21512,59.0
21513,58.8
21514,58.7
21515,58.7
21516,58.7
21517,58.6
21518,58.6
21519,58.6
21520,58.5
21521,58.5
21522,58.4
21523,58.3
21524,58.4
21525,58.3
21526,58.7
21527,58.6
21528,58.6
21529,58.6
21530,58.5
21531,58.4
21532,58.5
21533,58.7
21534,58.9
21535,58.9
21536,59.0
21537,58.9
21538,59.0
21539,59.0
21540,59.0
21541,58.9
21542,58.9
21543,58.9
21544,58.9
21545,58.7
21546,58.6
21547,58.6
21548,58.6
21549,58.6
21550,58.5
21551,58.4
21552,58.3
21553,58.3
21554,58.4
21555,58.2
21556,58.3
21557,58.6
21558,58.7
21559,57.1
21560,58.7
21561,58.7
21562,58.8
21563,58.7
21564,58.7
21565,58.7
21566,58.6
21567,58.5
21568,58.3
21569,58.1
21570,58.0
21571,54.7
21572,56.4
21573,58.1
21574,60.8
21575,58.9
21576,60.5
21577,60.5
21578,60.4
21579,60.4
21580,58.9
21581,60.7
21582,60.9
21583,60.9
21584,60.1
21585,60.2
21586,60.9
21587,61.1
21588,61.1
21589,61.1
21590,61.0
21591,61.0
21592,61.0
21593,60.0
21594,60.8
21595,60.8
21596,60.8
21597,60.8
21598,58.3
21599,59.0
21600,59.6
21601,60.4
21602,60.3
21603,60.3
21604,58.8
21605,56.5
21606,60.7
21607,60.8
21608,60.9
21609,53.1
21610,60.1
21611,60.9
21612,60.9
21613,60.8
21614,60.9
21615,60.9
21616,60.8
21617,60.6
21618,60.6
21619,60.5
21620,60.5
21621,60.3
21622,61.0
21623,61.1
21624,61.1
21625,60.9
21626,61.0
21627,60.9
21628,61.0
21629,61.2
21630,61.5
21631,61.6
21632,61.5
21633,61.4
21634,61.4
21635,61.3
21636,61.3
21637,61.3
21638,60.4
21639,61.2
21640,61.2
21641,61.1
21642,61.1
21643,61.1
21644,51.4
21645,51.4
21646,51.4
21647,51.4
21648,51.4
21649,51.3
21650,51.2
21651,51.2
21652,51.2
21653,60.4
21654,61.4
21655,61.3
21656,61.2
21657,61.2
21658,61.0
21659,61.0
21660,61.0
21661,61.0
21662,51.2
21663,51.2
21664,51.2
21665,51.1
21666,51.1
21667,51.1
21668,51.1
21669,51.0
21670,51.3
21671,51.2
21672,51.2
21673,51.1
21674,51.0
21675,51.0
21676,51.1
21677,51.3
21678,51.5
21679,51.0
21680,51.0
21681,50.9
21682,50.9
21683,50.9
21684,50.9
21685,50.8
21686,50.8
21687,50.8
21688,50.8
21689,50.7
21690,50.6
21691,50.6
21692,50.6
21693,50.6
21694,50.7
21695,50.6
21696,50.6
21697,50.6
21698,50.5
21699,50.5
21700,50.5
21701,50.6
21702,50.8
21703,50.9
21704,50.9
21705,50.9
21706,50.8
21707,50.8
21708,50.9
21709,50.9
21710,50.8
21711,50.8
21712,50.8
21713,50.6
21714,50.3
21715,50.2
21716,50.1
21717,50.0
21718,50.1
21719,50.0
21720,50.0
21721,50.1
21722,50.4
21723,50.3
21724,50.4
21725,50.6
21726,50.7
21727,50.7
21728,50.7
21729,50.6
21730,50.7
21731,50.7
21732,50.7
21733,46.3
21734,46.3
21735,50.7
21736,50.5
21737,50.3
21738,50.3
21739,50.3
21740,50.4
21741,50.4
21742,59.8
21743,59.8
21744,50.1
21745,50.0
21746,49.9
21747,49.9
21748,55.6
21749,59.9
21750,59.9
21751,60.1
21752,60.1
21753,60.1
21754,58.6
21755,60.0
21756,60.0
21757,59.2
21758,55.9
21759,50.3
21760,59.1
21761,59.7
21762,59.6
21763,59.7
21764,59.7
21765,59.7
21766,60.1
21767,55.0
21768,55.0
21769,54.8
21770,54.4
21771,54.7
21772,54.7
21773,54.9
21774,55.1
21775,55.0
21776,55.1
21777,56.6
21778,60.1
21779,60.0
21780,60.0
21781,56.7
21782,58.2
21783,59.8
21784,59.8
21785,59.6
21786,58.2
21787,59.6
21788,59.6
21789,59.6
21790,54.9
21791,54.8
21792,54.8
21793,54.7
21794,54.6
21795,54.6
21796,54.7
21797,54.7
21798,54.2
21799,54.2
21800,54.2
21801,54.0
21802,54.1
21803,54.0
21804,54.1
21805,54.0
21806,54.0
21807,54.0
21808,54.0
21809,53.9
21810,53.9
21811,53.9
21812,53.9
21813,53.9
21814,59.3
21815,59.3
21816,59.2
21817,59.1
21818,59.1
21819,59.1
21820,59.1
21821,59.1
21822,59.3
21823,59.4
21824,59.4
21825,59.3
21826,59.2
21827,59.3
21828,59.4
21829,59.2
21830,56.0
21831,54.9
21832,59.3
21833,59.1
21834,59.1
21835,59.1
21836,58.3
21837,59.1
21838,60.1
21839,59.3
21840,60.1
21841,60.0
21842,59.8
21843,59.8
21844,59.8
21845,58.4
21846,60.0
21847,59.4
21848,60.2
21849,60.2
21850,59.9
21851,59.9
21852,56.6
21853,56.6
21854,58.1
21855,59.7
21856,57.3
21857,59.5
21858,59.5
21859,59.5
21860,59.5
21861,59.5
21862,57.4
21863,59.8
21864,59.8
21865,59.7
21866,59.7
21867,59.6
21868,59.6
21869,59.7
21870,59.9
21871,59.9
21872,59.9
21873,59.9
21874,59.9
21875,59.8
21876,59.9
21877,59.8
21878,59.8
21879,59.8
21880,54.2
21881,59.7
21882,59.7
21883,59.6
21884,59.6
21885,59.6
21886,60.5
21887,60.4
21888,60.4
21889,60.4
21890,60.4
21891,60.3
21892,60.3
21893,60.4
21894,60.5
21895,60.5
21896,60.5
21897,60.4
21898,59.7
21899,60.5
21900,60.5
21901,60.5
21902,60.4
21903,60.4
21904,60.3
21905,60.2
21906,60.2
21907,60.2
21908,60.2
21909,60.2
21910,59.7
21911,59.6
21912,59.6
21913,59.5
21914,59.4
21915,59.4
21916,59.4
21917,53.0
