,target
19107,26.503
19108,30.9
19109,32.309
19110,32.333
19111,32.549
19112,32.446
19113,32.747
19114,32.441
19115,32.552
19116,32.577
19117,32.562
19118,32.585
19119,32.684
19120,32.602
19121,32.575
19122,32.332
19123,32.439
19124,32.49
19125,33.229
19126,23.333
19127,21.964
19128,20.892
19129,21.834
19130,21.602
19131,21.767
19132,20.949
19133,22.537
19134,20.423
19135,18.713
19136,13.079
19137,14.044
19138,16.283
19139,22.837
19140,20.12
19141,25.159
19142,25.301
19143,25.588
19144,24.842
19145,23.806
19146,14.303
19147,14.107
19148,17.755
19149,17.343
19150,23.957
19151,30.728
19152,29.635
19153,21.013
19154,20.44400000000001
19155,19.4
19156,18.812
19157,20.182
19158,17.194000000000006
19159,11.85
19160,11.554
19161,10.626
19162,13.086
19163,15.005999999999998
19164,16.285
19165,14.61
19166,13.839
19167,10.042
19168,8.471
19169,13.205
19170,16.442999999999998
19171,19.343
19172,17.592
19173,17.951
19174,15.999
19175,19.908
19176,17.85
19177,17.271
19178,17.447
19179,12.649
19180,14.497
19181,11.481
19182,7.879
19183,12.412
19184,14.523
19185,10.529000000000002
19186,14.678
19187,14.777
19188,9.88
19189,6.356
19190,9.889
19191,8.642999999999999
19192,8.021
19193,6.5360000000000005
19194,3.002
19195,4.3660000000000005
19196,4.0
19197,6.566
19198,6.755
19199,7.916
19200,5.847
19201,5.614
19202,6.5310000000000015
19203,9.189
19204,8.837
19205,5.643
19206,6.904
19207,5.776
19208,6.43
19209,5.829
19210,4.543
19211,7.705
19212,6.928
19213,7.497999999999998
19214,5.7029999999999985
19215,3.918
19216,4.676
19217,4.016
19218,3.049
19219,2.898
19220,3.5460000000000003
19221,4.437
19222,2.939
19223,3.341
19224,4.53
19225,5.1160000000000005
19226,4.199
19227,3.86
19228,3.945
19229,3.595
19230,1.664
19231,0.541
19232,0.754
19233,1.21
19234,2.221
19235,1.391
19236,4.37
19237,4.534
19238,4.002
19239,4.881
19240,3.967
19241,5.725
19242,5.046
19243,5.7189999999999985
19244,3.888
19245,2.942
19246,2.589
19247,1.872
19248,2.861
19249,2.1180000000000003
19250,2.315
19251,2.425
19252,3.77
19253,4.849
19254,4.874
19255,4.1110000000000015
19256,2.91
19257,0.239
19258,0.013
19259,0.317
19260,-0.149
19261,0.08
19262,-0.128
19263,-0.037
19264,-0.272
19265,-0.129
19266,-0.226
19267,-0.262
19268,-0.265
19269,-0.243
19270,-0.275
19271,-0.229
19272,0.888
19273,0.56
19274,1.077
19275,2.755
19276,4.762
19277,8.497
19278,8.414
19279,17.672
19280,24.53
19281,19.692
19282,14.185
19283,10.361
19284,7.555
19285,7.995
19286,7.922999999999999
19287,8.432
19288,10.325
19289,11.345
19290,11.761
19291,14.43
19292,13.818
19293,11.351
19294,12.33
19295,15.333
19296,13.374
19297,11.055
19298,9.072
19299,9.213
19300,10.699000000000002
19301,13.258
19302,16.329
19303,16.645
19304,13.53
19305,15.431
19306,15.206
19307,10.115
19308,7.981
19309,6.614
19310,6.428
19311,5.973
19312,5.294
19313,3.318
19314,2.837
19315,3.027
19316,3.881
19317,2.802
19318,0.205
19319,-0.322
19320,-0.258
19321,-0.227
19322,-0.229
19323,-0.214
19324,-0.201
19325,-0.196
19326,-0.188
19327,-0.203
19328,-0.221
19329,-0.206
19330,-0.206
19331,-0.205
19332,-0.2
19333,-0.231
19334,-0.208
19335,-0.112
19336,-0.252
19337,-0.168
19338,-0.203
19339,-0.151
19340,0.779
19341,0.6920000000000001
19342,0.893
19343,0.82
19344,1.528
19345,2.742
19346,5.646
19347,6.199
19348,8.453
19349,9.979
19350,11.640999999999998
19351,12.278
19352,10.764
19353,14.277
19354,16.886
19355,16.683
19356,20.825
19357,22.949
19358,25.582
19359,31.196
19360,29.382
19361,26.301
19362,32.604
19363,34.454
19364,33.26
19365,33.962
19366,30.904
19367,32.176
19368,34.774
19369,29.795
19370,32.53
19371,37.867
19372,39.06800000000001
19373,40.491
19374,40.619
19375,41.684
19376,42.18899999999999
19377,43.569
19378,41.831
19379,41.499
19380,39.336
19381,37.652
19382,39.594
19383,32.626
19384,32.348
19385,28.403
19386,28.157
19387,26.573
19388,30.367
19389,34.649
19390,31.725
19391,25.652
19392,21.62
19393,16.855
19394,13.937
19395,9.569
19396,7.662000000000001
19397,6.2970000000000015
19398,7.757999999999999
19399,7.835
19400,8.436
19401,8.458
19402,8.822000000000003
19403,13.537
19404,14.325
19405,17.529
19406,15.83
19407,13.478
19408,17.730999999999995
19409,21.582
19410,17.807000000000006
19411,9.886
19412,7.08
19413,2.998
19414,4.341
19415,4.324
19416,5.7429999999999986
19417,6.53
19418,5.171
19419,4.025
19420,4.438
19421,7.772
19422,7.416
19423,7.6629999999999985
19424,9.852
19425,9.636
19426,9.391
19427,7.2
19428,8.251
19429,5.526
19430,5.832000000000002
19431,4.784
19432,4.319
19433,2.221
19434,1.77
19435,0.799
19436,0.7759999999999999
19437,0.298
19438,-0.239
19439,0.8909999999999999
19440,1.7180000000000002
19441,2.265
19442,3.265
19443,3.524
19444,2.812
19445,3.5660000000000003
19446,6.075
19447,8.533
19448,9.406
19449,11.371
19450,8.881
19451,8.5
19452,9.932
19453,14.728
19454,12.215
19455,20.183
19456,14.724
19457,12.074000000000002
19458,9.397
19459,9.824
19460,11.563
19461,10.086
19462,11.713
19463,11.636
19464,13.622
19465,10.617
19466,11.527
19467,8.242
19468,10.806
19469,13.005999999999998
19470,14.443
19471,16.543
19472,16.636
19473,17.328
19474,18.146
19475,14.550999999999998
19476,11.576
19477,9.945
19478,8.325
19479,10.49
19480,11.054
19481,9.085
19482,8.502
19483,8.884
19484,8.169
19485,6.96
19486,7.403
19487,8.304
19488,8.497
19489,10.151
19490,14.837
19491,14.605
19492,16.067999999999998
19493,14.503
19494,14.734000000000002
19495,13.332
19496,15.235
19497,14.009
19498,14.178
19499,12.729
19500,13.198
19501,11.34
19502,11.464
19503,9.893
19504,9.257
19505,7.36
19506,6.9620000000000015
19507,6.988
19508,8.432
19509,7.699
19510,6.8370000000000015
19511,3.212
19512,2.889
19513,2.892
19514,2.948
19515,2.496
19516,1.918
19517,1.7280000000000002
19518,1.783
19519,2.208
19520,2.344
19521,3.788
19522,3.09
19523,3.406
19524,5.329
19525,5.609
19526,6.292000000000002
19527,6.158
19528,6.746
19529,7.2120000000000015
19530,7.121
19531,6.672999999999999
19532,7.43
19533,8.058
19534,8.951
19535,10.625
19536,11.31
19537,11.117
19538,9.697
19539,8.673
19540,6.382999999999999
19541,5.3610000000000015
19542,4.6789999999999985
19543,4.791
19544,5.023
19545,5.649
19546,7.17
19547,7.529
19548,5.995
19549,5.449
19550,4.88
19551,3.472
19552,5.526
19553,5.917000000000002
19554,6.2360000000000015
19555,4.437
19556,4.012
19557,3.4160000000000004
19558,3.1630000000000003
19559,3.366
19560,3.528
19561,4.64
19562,4.147
19563,3.867
19564,3.943
19565,5.672999999999999
19566,5.675
19567,5.468
19568,5.686
19569,4.86
19570,4.69
19571,3.974
19572,2.562
19573,2.3
19574,2.021
19575,0.604
19576,0.828
19577,1.188
19578,2.496
19579,4.136
19580,5.343
19581,5.997000000000001
19582,6.007999999999999
19583,7.348
19584,8.878
19585,8.056000000000001
19586,8.926
19587,11.028
19588,7.056
19589,7.92
19590,9.237
19591,9.314
19592,9.309
19593,8.103
19594,7.985
19595,7.895
19596,8.365
19597,6.4060000000000015
19598,9.167
19599,8.558
19600,6.3439999999999985
19601,7.0939999999999985
19602,10.894
19603,12.362
19604,17.355999999999998
19605,18.945
19606,25.219
19607,32.452
19608,25.788
19609,19.993
19610,17.051
19611,12.453
19612,8.94
19613,8.106
19614,7.4929999999999986
19615,8.142999999999999
19616,10.333
19617,11.985
19618,11.175999999999998
19619,11.07
19620,13.103
19621,14.044
19622,15.83
19623,13.015999999999998
19624,10.157
19625,9.924
19626,5.061
19627,6.199
19628,3.512
19629,3.751
19630,4.527
19631,7.996
19632,8.005
19633,5.452000000000001
19634,6.181
19635,7.015
19636,5.285
19637,3.182
19638,4.901
19639,1.847
19640,1.585
19641,2.842
19642,1.756
19643,0.961
19644,0.091
19645,-0.128
19646,1.061
19647,1.826
19648,4.174
19649,11.494000000000002
19650,10.236
19651,6.549
19652,7.134
19653,6.935
19654,8.235
19655,7.4620000000000015
19656,10.248
19657,10.309
19658,11.59
19659,7.9060000000000015
19660,7.138
19661,7.907
19662,8.657
19663,8.457
19664,5.547999999999999
19665,5.526
19666,5.441
19667,5.752000000000002
19668,4.14
19669,5.088
19670,5.113
19671,5.801
19672,5.712999999999999
19673,3.3
19674,3.945
19675,2.338
19676,2.833
19677,3.868
19678,4.34
19679,4.132
19680,3.167
19681,3.08
19682,3.81
19683,3.3110000000000004
19684,4.208
19685,5.0139999999999985
19686,5.488
19687,6.81
19688,5.104
19689,5.105
19690,6.007999999999999
19691,8.754
19692,9.777
19693,9.857
19694,8.405
19695,7.607
19696,6.872000000000001
19697,6.19
19698,5.636
19699,6.881
19700,11.667
19701,15.601
19702,18.353
19703,18.191
19704,17.017
19705,20.011
19706,14.949000000000002
19707,13.335
19708,12.23
19709,11.984000000000002
19710,11.753
19711,11.468
19712,7.812
19713,6.604
19714,5.629
19715,7.39
19716,6.102
19717,5.595
19718,4.796
19719,5.556
19720,5.82
19721,3.635
19722,4.666
19723,4.235
19724,3.619
19725,3.13
19726,2.86
19727,2.844
19728,2.841
19729,3.284
19730,4.825
19731,4.018
19732,4.084
19733,6.212999999999999
19734,5.938
19735,4.5760000000000005
19736,5.755
19737,5.811
19738,3.987
19739,1.331
19740,1.998
19741,0.941
19742,1.24
19743,1.435
19744,2.549
19745,2.949
19746,3.409
19747,3.33
19748,3.244
19749,3.44
19750,4.083
19751,2.001
19752,2.448
19753,5.852
19754,7.183
19755,12.715
19756,14.767
19757,18.778
19758,17.602
19759,17.336
19760,20.725
19761,16.482
19762,13.899
19763,12.275
19764,11.96
19765,10.468
19766,10.049
19767,10.197
19768,7.963999999999999
19769,9.588
19770,8.927
19771,9.502
19772,6.093
19773,4.829
19774,6.4929999999999986
19775,3.312
19776,1.921
19777,0.448
19778,-0.236
19779,-0.512
19780,-0.415
19781,-0.366
19782,-0.175
19783,-0.313
19784,-0.269
19785,0.73
19786,0.917
19787,0.716
19788,1.151
19789,4.024
19790,5.172999999999999
19791,4.011
19792,4.544
19793,4.215
19794,5.13
19795,6.374
19796,5.7120000000000015
19797,4.228
19798,3.244
19799,3.409
19800,3.13
19801,5.183
19802,5.115
19803,2.673
19804,1.382
19805,0.178
19806,-0.317
19807,-0.307
19808,-0.258
19809,-0.241
19810,-0.239
19811,-0.234
19812,-0.22
19813,-0.258
19814,-0.258
19815,-0.246
19816,-0.236
19817,-0.254
19818,-0.22
19819,-0.26
19820,-0.234
19821,-0.234
19822,-0.246
19823,-0.236
19824,-0.224
19825,-0.236
19826,-0.274
19827,-0.213
19828,-0.222
19829,-0.254
19830,0.015
19831,0.58
19832,0.948
19833,1.042
19834,2.39
19835,1.633
19836,2.104
19837,1.909
19838,2.312
19839,1.6769999999999998
19840,3.564
19841,2.92
19842,2.643
19843,1.091
19844,0.835
19845,0.599
19846,0.703
19847,1.157
19848,2.352
19849,2.713
19850,1.921
19851,3.389
19852,3.304
19853,2.271
19854,1.673
19855,1.933
19856,3.249
19857,3.679
19858,4.3610000000000015
19859,5.081
19860,5.834
19861,7.869
19862,7.648
19863,4.722
19864,2.31
19865,1.33
19866,0.209
19867,0.743
19868,1.629
19869,7.584
19870,8.132
19871,7.447
19872,5.441
19873,5.817
19874,2.509
19875,0.999
19876,3.727
19877,5.3260000000000005
19878,5.9689999999999985
19879,1.133
19880,0.534
19881,0.502
19882,1.376
19883,4.633
19884,5.935
19885,10.468
19886,25.889
19887,32.412
19888,34.071
19889,28.669
19890,32.32
19891,27.119
19892,20.67
19893,19.042
19894,20.375
19895,22.545
19896,12.654000000000002
19897,9.258
19898,4.138
19899,4.92
19900,5.621
19901,4.029
19902,5.138
19903,3.686
19904,8.594
19905,4.018
19906,1.254
19907,0.1669999999999999
19908,1.372
19909,1.513
19910,-0.322
19911,0.147
19912,0.958
19913,1.993
19914,4.118
19915,3.192
19916,1.087
19917,3.979
19918,9.763
19919,8.957
19920,8.818
19921,6.074
19922,4.895
19923,2.415
19924,1.354
19925,0.468
19926,-0.356
19927,-0.083
19928,0.375
19929,0.636
19930,0.85
19931,1.885
19932,2.042
19933,2.499
19934,3.1210000000000004
19935,5.018
19936,3.259
19937,3.352
19938,2.508
19939,1.77
19940,1.741
19941,0.28
19942,-0.034
19943,0.077
19944,0.226
19945,0.37
19946,0.7040000000000001
19947,0.928
19948,1.311
19949,0.657
19950,-0.261
19951,-0.231
19952,-0.207
19953,-0.212
19954,-0.207
19955,-0.189
19956,-0.199
19957,-0.196
19958,-0.218
19959,-0.153
19960,0.924
19961,3.539
19962,1.24
19963,2.207
19964,2.954
19965,2.907
19966,3.209
19967,1.689
19968,1.216
19969,1.636
19970,0.721
19971,0.305
19972,0.843
19973,2.263
19974,3.724
19975,6.787000000000001
19976,5.006
19977,7.269
19978,6.44
19979,5.7970000000000015
19980,4.775
19981,5.283
19982,6.195
19983,6.127999999999999
19984,4.513
19985,4.291
19986,3.951
19987,3.664
19988,5.069
19989,7.305
19990,6.312
19991,5.166
19992,2.216
19993,2.0980000000000003
19994,1.494
19995,0.942
19996,1.091
19997,1.4069999999999998
19998,0.446
19999,0.058
20000,-0.016
20001,0.974
20002,0.343
20003,0.478
20004,-0.053
20005,-0.112
20006,-0.04
20007,-0.066
20008,-0.156
20009,-0.22
20010,-0.241
20011,-0.196
20012,-0.204
20013,-0.203
20014,-0.228
20015,-0.212
20016,-0.232
20017,-0.232
20018,-0.209
20019,-0.225
20020,-0.236
20021,-0.197
20022,-0.197
20023,-0.226
20024,-0.209
20025,-0.206
20026,-0.237
20027,-0.226
20028,-0.209
20029,-0.217
20030,-0.275
20031,-0.213
20032,-0.21
20033,-0.205
20034,-0.192
20035,-0.219
20036,-0.197
20037,-0.223
20038,-0.2
20039,-0.202
20040,-0.207
20041,0.144
20042,0.039
20043,0.521
20044,1.922
20045,2.316
20046,2.7
20047,2.114
20048,1.558
20049,0.022
20050,-0.136
20051,-0.16
20052,0.113
20053,0.207
20054,0.388
20055,1.638
20056,0.978
20057,0.705
20058,1.378
20059,1.241
20060,1.168
20061,4.5280000000000005
20062,3.215
20063,5.144
20064,2.75
20065,2.929
20066,5.165
20067,9.12
20068,10.939
20069,7.857
20070,8.603
20071,11.324000000000002
20072,10.606
20073,7.888
20074,5.915
20075,3.367
20076,6.874
20077,8.377
20078,6.11
20079,3.523
20080,2.69
20081,3.3110000000000004
20082,1.125
20083,0.296
20084,1.891
20085,2.649
20086,4.142
20087,2.094
20088,2.986
20089,0.951
20090,0.353
20091,-0.275
20092,-0.233
20093,0.152
20094,0.268
20095,2.75
20096,2.5540000000000003
20097,3.4560000000000004
20098,2.481
20099,4.612
20100,4.872
20101,4.1389999999999985
20102,6.087999999999999
20103,6.771
20104,10.016
20105,12.634
20106,9.48
20107,10.533
20108,11.351
20109,12.376
20110,9.46
20111,10.627
20112,11.915
20113,15.233
20114,15.444
20115,14.379
20116,13.072
20117,14.774
20118,17.097
20119,14.991
20120,19.95
20121,19.66
20122,22.728
20123,25.224
20124,25.544
20125,23.795
20126,25.948
20127,26.701
20128,23.481
20129,19.867
20130,19.505
20131,16.762999999999998
20132,20.253
20133,16.934
20134,21.414
20135,29.484
20136,30.81
20137,33.861
20138,12.828
20139,33.899
20140,23.395
20141,3.963
20142,-0.4370000000000001
20143,1.133
20144,1.27
20145,6.3820000000000014
20146,12.862
20147,18.06
20148,6.138
20149,6.445
20150,3.234
20151,1.517
20152,3.294
20153,5.915
20154,8.36
20155,5.313
20156,4.142
20157,4.41
20158,3.667
20159,3.215
20160,2.754
20161,1.372
20162,2.365
20163,7.23
20164,7.186
20165,1.197
20166,2.64
20167,2.264
20168,1.787
20169,0.964
20170,0.1369999999999999
20171,0.249
20172,0.296
20173,-0.24
20174,0.24
20175,-0.216
20176,-0.241
20177,-0.236
20178,-0.258
20179,-0.061
20180,0.133
20181,-0.042
20182,-0.191
20183,-0.153
20184,1.071
20185,2.11
20186,2.023
20187,1.38
20188,0.621
20189,0.467
20190,1.095
20191,0.356
20192,0.7759999999999999
20193,-0.073
20194,-0.239
20195,-0.231
20196,-0.263
20197,-0.263
20198,-0.245
20199,-0.259
20200,-0.237
20201,-0.235
20202,-0.265
20203,-0.222
20204,-0.21
20205,-0.207
20206,-0.233
20207,-0.227
20208,-0.01
20209,-0.111
20210,-0.248
20211,-0.241
20212,-0.178
20213,-0.258
20214,0.131
20215,0.435
20216,-0.192
20217,-0.074
20218,0.465
20219,1.0759999999999998
20220,2.448
20221,1.823
20222,2.275
20223,2.202
20224,2.893
20225,4.507
20226,3.395
20227,4.383
20228,5.332000000000002
20229,6.295
20230,6.973
20231,7.438
20232,8.486
20233,10.378
20234,9.378
20235,11.130999999999998
20236,9.274
20237,9.887
20238,11.824000000000002
20239,14.252
20240,20.378
20241,14.849
20242,16.882
20243,12.163
20244,7.947999999999999
20245,7.081
20246,8.953
20247,10.626
20248,9.18
20249,11.289
20250,10.987
20251,14.3
20252,14.607
20253,16.311
20254,15.481
20255,26.154
20256,36.88
20257,37.041
20258,32.222
20259,30.387
20260,26.061
20261,24.948
20262,21.845
20263,20.308
20264,18.805
20265,15.242
20266,13.951
20267,12.309
20268,13.885
20269,15.470999999999998
20270,17.438
20271,15.946
20272,14.975
20273,15.767
20274,16.425
20275,13.893
20276,12.437
20277,9.203
20278,8.407
20279,8.312000000000001
20280,9.358
20281,9.762
20282,8.707
20283,8.387
20284,6.364
20285,4.125
20286,2.8160000000000003
20287,3.833
20288,3.37
20289,3.182
20290,3.151
20291,3.704
20292,3.143
20293,3.04
20294,2.759
20295,0.0
20296,0.0
20297,0.0
20298,0.0
20299,0.0
20300,0.0
20301,0.0
20302,0.0
20303,0.0
20304,0.0
20305,0.0
20306,0.0
20307,0.0
20308,0.0
20309,0.0
20310,-0.134
20311,1.646
20312,7.1789999999999985
20313,11.283
20314,12.901
20315,13.041
20316,10.515
20317,13.917
20318,13.135
20319,15.194
20320,14.47
20321,17.547
20322,19.846
20323,16.845
20324,17.355
20325,14.122
20326,13.831
20327,13.246
20328,16.834
20329,17.087
20330,20.587
20331,20.608
20332,23.111
20333,25.948
20334,29.832
20335,29.097
20336,31.094
20337,33.573
20338,33.481
20339,31.387
20340,27.875
20341,23.746
20342,20.178
20343,20.143
20344,25.782
20345,28.147
20346,27.375
20347,25.996
20348,29.017
20349,29.586
20350,30.106
20351,28.951
20352,26.014
20353,25.075
20354,19.911
20355,15.654000000000002
20356,12.001
20357,10.883
20358,7.794
20359,6.397
20360,5.4
20361,4.839
20362,3.164
20363,3.32
20364,2.479
20365,4.999
20366,2.664
20367,3.437
20368,2.495
20369,1.8
20370,0.944
20371,1.822
20372,2.583
20373,1.208
20374,2.744
20375,2.402
20376,1.319
20377,1.029
20378,-0.147
20379,-0.231
20380,-0.233
20381,-0.103
20382,-0.263
20383,-0.206
20384,-0.049
20385,0.299
20386,0.308
20387,0.6609999999999999
20388,0.12
20389,-0.121
20390,-0.17
20391,8.452
20392,29.656
20393,19.858
20394,18.898
20395,9.359
20396,0.813
20397,-0.3
20398,3.259
20399,2.9330000000000003
20400,1.154
20401,0.5670000000000001
20402,-0.293
20403,-0.286
20404,-0.246
20405,-0.256
20406,-0.057
20407,-0.128
20408,0.591
20409,-0.008
20410,-0.129
20411,25.368
20412,-0.281
20413,20.146
20414,0.97
20415,5.152
20416,18.693
20417,27.78
20418,43.806
20419,45.451
20420,45.17100000000001
20421,32.715
20422,1.969
20423,1.4680000000000002
20424,0.838
20425,2.221
20426,0.7829999999999999
20427,-0.161
20428,-0.369
20429,0.384
20430,1.822
20431,4.417
20432,5.001
20433,1.291
20434,-0.232
20435,7.917999999999998
20436,1.579
20437,1.132
20438,1.6869999999999998
20439,0.494
20440,-0.247
20441,-0.111
20442,0.044
20443,1.346
20444,0.625
20445,-0.179
20446,-0.227
20447,0.034
20448,-0.178
20449,-0.183
20450,0.049
20451,-0.227
20452,-0.24
20453,-0.209
20454,-0.229
20455,-0.254
20456,-0.239
20457,-0.218
20458,-0.212
20459,-0.193
20460,-0.219
20461,-0.231
20462,-0.225
20463,-0.211
20464,-0.192
20465,-0.197
20466,-0.202
20467,-0.211
20468,-0.19
20469,-0.199
20470,-0.187
20471,-0.184
20472,-0.197
20473,-0.219
20474,-0.194
20475,-0.203
20476,-0.219
20477,-0.198
20478,-0.198
20479,-0.194
20480,-0.215
20481,-0.198
20482,-0.219
20483,-0.196
20484,-0.263
20485,0.226
20486,1.485
20487,0.7759999999999999
20488,1.72
20489,3.364
20490,4.428
20491,5.401
20492,5.251
20493,4.9460000000000015
20494,3.831
20495,3.989
20496,3.96
20497,2.841
20498,2.396
20499,1.897
20500,2.6860000000000004
20501,4.771
20502,4.399
20503,5.396
20504,3.945
20505,4.553
20506,6.5470000000000015
20507,6.305
20508,6.5379999999999985
20509,6.613
20510,4.843
20511,4.931
20512,3.58
20513,5.247000000000001
20514,3.971
20515,4.553
20516,3.641
20517,3.5610000000000004
20518,3.2
20519,1.663
20520,0.267
20521,0.177
20522,-0.278
20523,-0.227
20524,-0.223
20525,-0.239
20526,-0.229
20527,-0.234
20528,0.191
20529,0.925
20530,2.138
20531,11.858
20532,14.617
20533,11.318
20534,2.705
20535,20.743
20536,42.307
20537,26.625
20538,10.265
20539,2.404
20540,5.301
20541,0.64
20542,3.431
20543,9.974
20544,14.343
20545,27.474
20546,28.365
20547,4.9110000000000005
20548,5.167999999999998
20549,2.623
20550,5.042
20551,1.43
20552,1.319
20553,0.963
20554,4.257
20555,16.742
20556,8.942
20557,1.594
20558,1.345
20559,-0.307
20560,-0.273
20561,-0.223
20562,-0.264
20563,-0.318
20564,0.669
20565,1.945
20566,2.477
20567,-0.244
20568,2.385
20569,-0.317
20570,-0.257
20571,-0.24
20572,-0.24
20573,-0.201
20574,-0.248
20575,-0.224
20576,-0.229
20577,-0.221
20578,-0.238
20579,-0.22
20580,-0.218
20581,-0.257
20582,-0.1639999999999999
20583,-0.224
20584,-0.222
20585,-0.256
20586,-0.232
20587,-0.229
20588,-0.224
20589,-0.244
20590,-0.099
20591,-0.149
20592,-0.245
20593,-0.246
20594,-0.069
20595,0.146
20596,0.113
20597,0.482
20598,0.005
20599,-0.04
20600,0.314
20601,1.4380000000000002
20602,3.551
20603,3.168
20604,4.972
20605,3.3680000000000003
20606,2.634
20607,3.439
20608,7.827000000000001
20609,8.591000000000001
20610,9.652
20611,9.928
20612,11.508
20613,11.701
20614,11.787
20615,12.211
20616,11.957
20617,8.434
20618,7.979
20619,7.544
20620,9.131
20621,9.659
20622,10.132
20623,10.289
20624,11.089
20625,10.684
20626,10.854
20627,11.545
20628,8.517000000000001
20629,9.291
20630,4.352
20631,5.118
20632,9.936
20633,9.098
20634,8.058
20635,4.98
20636,0.142
20637,-0.481
20638,-0.342
20639,0.084
20640,-0.154
20641,-0.215
20642,-0.279
20643,-0.239
20644,-0.256
20645,0.402
20646,1.371
20647,0.146
20648,0.5539999999999999
20649,0.022
20650,0.117
20651,-0.246
20652,-0.254
20653,-0.244
20654,-0.22
20655,-0.252
20656,-0.022
20657,0.638
20658,3.029
20659,3.4210000000000003
20660,2.995
20661,2.34
20662,1.925
20663,0.599
20664,1.485
20665,2.494
20666,1.523
20667,0.813
20668,0.6609999999999999
20669,-0.0819999999999999
20670,0.217
20671,1.275
20672,1.935
20673,1.536
20674,1.228
20675,2.482
20676,2.708
20677,1.969
20678,2.018
20679,1.709
20680,0.8390000000000001
20681,0.5760000000000001
20682,0.218
20683,0.334
20684,0.346
20685,0.517
20686,1.051
20687,1.564
20688,0.872
20689,0.527
20690,0.158
20691,0.355
20692,1.206
20693,4.996
20694,4.195
20695,5.6370000000000005
20696,4.727
20697,4.831
20698,7.38
20699,7.21
20700,4.846
20701,5.138
20702,4.197
20703,10.028
20704,7.556
20705,8.644
20706,8.176
20707,5.272
20708,18.537
20709,9.77
20710,9.006
20711,4.439
20712,1.62
20713,0.292
20714,0.848
20715,0.63
20716,0.417
20717,1.06
20718,1.035
20719,0.722
20720,0.273
20721,3.737
20722,3.709
20723,3.472
20724,3.947
20725,8.773
20726,7.9529999999999985
20727,19.365
20728,19.316
20729,19.091
20730,14.767
20731,7.569
20732,3.747
20733,1.841
20734,2.434
20735,1.534
20736,1.514
20737,2.634
20738,3.387
20739,12.09
20740,38.978
20741,41.652
20742,41.905
20743,41.786
20744,38.87
20745,42.17
20746,30.21
20747,26.557
20748,17.902
20749,26.231
20750,21.663
20751,15.697
20752,18.998
20753,18.971
20754,10.81
20755,9.308
20756,5.8820000000000014
20757,19.35
20758,16.155
20759,12.981
20760,10.023
20761,10.519
20762,8.504
20763,7.058
20764,10.386
20765,11.7
20766,9.983
20767,7.657999999999999
20768,4.584
20769,2.99
20770,0.416
20771,-0.132
20772,0.901
20773,0.249
20774,2.283
20775,1.305
20776,0.7929999999999999
20777,0.777
20778,1.395
20779,-0.262
20780,-0.316
20781,0.278
20782,2.376
20783,1.981
20784,1.4409999999999998
20785,2.384
20786,2.018
20787,1.874
20788,0.593
20789,0.99
20790,5.925
20791,11.972
20792,7.316
20793,9.153
20794,7.127000000000002
20795,8.321
20796,6.422999999999999
20797,5.395
20798,4.499
20799,5.08
20800,4.077
20801,4.96
20802,3.405
20803,1.029
20804,-0.356
20805,1.7919999999999998
20806,-0.006
20807,-0.35
20808,0.384
20809,1.327
20810,4.025
20811,3.699
20812,4.26
20813,6.541
20814,11.046
20815,7.366
20816,13.738
20817,16.340999999999998
20818,20.717
20819,18.42
20820,18.677
20821,15.155
20822,13.147
20823,12.619000000000002
20824,16.869
20825,16.17
20826,12.88
20827,10.390999999999998
20828,9.655
20829,9.5
20830,7.25
20831,6.692
20832,3.385
20833,3.1460000000000004
20834,0.821
20835,1.929
20836,0.129
20837,0.424
20838,0.331
20839,-0.307
20840,-0.261
20841,-0.253
20842,-0.3
20843,0.899
20844,2.617
20845,6.4460000000000015
20846,8.182
20847,6.6370000000000005
20848,6.314
20849,6.401
20850,6.049
20851,5.944
20852,7.553
20853,5.917000000000002
20854,6.03
20855,6.073
20856,6.4129999999999985
20857,7.522
20858,6.436
20859,6.269
20860,4.319
20861,4.685
20862,4.0360000000000005
20863,3.18
20864,4.6560000000000015
20865,4.102
20866,3.5210000000000004
20867,2.46
20868,3.29
20869,5.449
20870,2.813
20871,4.106
20872,6.5470000000000015
20873,8.449
20874,7.28
20875,8.765
20876,7.119
20877,6.532
20878,8.107999999999999
20879,8.022
20880,9.445
20881,8.62
20882,4.614
20883,4.0680000000000005
20884,3.369
20885,2.394
20886,1.239
20887,0.971
20888,1.773
20889,1.927
20890,2.136
20891,1.372
20892,1.289
20893,1.272
20894,0.278
20895,0.242
20896,0.061
20897,0.8059999999999999
20898,1.197
20899,1.579
20900,0.495
20901,0.255
20902,0.027
20903,0.406
20904,0.7120000000000001
20905,0.199
20906,-0.058
20907,0.052
20908,0.482
20909,-0.229
20910,-0.238
20911,0.052
20912,-0.106
20913,-0.084
20914,-0.006
20915,0.288
20916,0.028
20917,-0.076
20918,-0.073
20919,0.11
20920,0.016
20921,0.015
20922,0.181
20923,1.505
20924,1.156
20925,1.262
20926,0.291
20927,0.154
20928,0.387
20929,1.35
20930,2.276
20931,1.7
20932,0.787
20933,-0.093
20934,-0.237
20935,0.034
20936,0.463
20937,1.554
20938,1.863
20939,1.351
20940,0.516
20941,-0.265
20942,-0.238
20943,-0.243
20944,1.231
20945,-0.244
20946,-0.263
20947,-0.229
20948,-0.059
20949,0.738
20950,0.754
