,0.000000000000000000e+00.136
21196,0.0
21197,0.0
21198,0.0
21199,0.1
21200,0.25
21201,0.7
21202,1.85
21203,4.15
21204,5.65
21205,6.6
21206,7.8
21207,9.15
21208,10.649999999999999
21209,12.05
21210,13.7
21211,15.15
21212,16.450000000000003
21213,17.799999999999997
21214,18.7
21215,19.6
21216,21.05
21217,22.7
21218,23.7
21219,25.35
21220,26.6
21221,27.6
21222,28.2
21223,27.7
21224,28.65
21225,29.299999999999997
21226,30.1
21227,31.4
21228,31.15
21229,24.75
21230,22.2
21231,23.85
21232,21.45
21233,22.65
21234,26.65
21235,32.8
21236,32.75
21237,32.55
21238,32.099999999999994
21239,31.0
21240,30.25
21241,33.45
21242,34.7
21243,32.7
21244,32.45
21245,35.099999999999994
21246,31.55
21247,27.799999999999997
21248,28.549999999999997
21249,21.0
21250,16.1
21251,15.05
21252,10.1
21253,11.45
21254,13.75
21255,15.65
21256,17.5
21257,19.25
21258,19.5
21259,6.85
21260,10.85
21261,7.2
21262,9.95
21263,4.45
21264,8.2
21265,9.7
21266,7.6
21267,6.0
21268,4.2
21269,1.25
21270,0.25
21271,0.05
21272,0.0
21273,0.0
21274,0.0
21275,0.0
21276,0.0
21277,0.0
21278,0.0
21279,0.0
21280,0.0
21281,0.0
21282,0.0
21283,0.0
21284,0.0
21285,0.0
21286,0.0
21287,0.0
21288,0.0
21289,0.0
21290,0.0
21291,0.0
21292,0.0
21293,0.0
21294,0.0
21295,0.0
21296,0.0
21297,0.0
21298,0.0
21299,0.0
21300,0.0
21301,0.0
21302,0.0
21303,0.0
21304,0.0
21305,0.0
21306,0.0
21307,0.0
21308,0.0
21309,0.0
21310,0.0
21311,0.0
21312,0.0
21313,0.0
21314,0.0
21315,0.0
21316,0.0
21317,0.0
21318,0.0
21319,0.0
21320,0.0
21321,0.0
21322,0.0
21323,0.0
21324,0.0
21325,0.0
21326,0.0
21327,0.0
21328,0.0
21329,0.0
21330,0.0
21331,0.0
21332,0.0
21333,0.0
21334,0.0
21335,0.0
21336,0.0
21337,0.0
21338,0.0
21339,0.0
21340,0.0
21341,0.0
21342,0.0
21343,0.1
21344,0.15000000000000002
21345,0.5
21346,1.2
21347,3.0
21348,5.15
21349,6.800000000000001
21350,8.5
21351,10.6
21352,12.7
21353,14.35
21354,15.25
21355,15.149999999999999
21356,17.0
21357,18.5
21358,20.0
21359,21.25
21360,22.45
21361,19.75
21362,24.0
21363,24.95
21364,22.85
21365,28.2
21366,27.7
21367,29.4
21368,29.4
21369,30.15
21370,31.05
21371,31.45
21372,31.65
21373,32.5
21374,32.05
21375,30.9
21376,30.65
21377,29.75
21378,27.6
21379,29.9
21380,30.049999999999997
21381,24.9
21382,31.4
21383,34.3
21384,32.95
21385,12.85
21386,16.0
21387,19.95
21388,27.4
21389,20.3
21390,19.05
21391,14.3
21392,12.4
21393,11.399999999999999
21394,10.6
21395,8.85
21396,7.15
21397,15.85
21398,21.85
21399,16.45
21400,14.0
21401,21.75
21402,14.8
21403,12.35
21404,14.0
21405,13.65
21406,11.4
21407,9.05
21408,9.25
21409,10.9
21410,9.3
21411,6.5
21412,7.35
21413,5.6
21414,3.65
21415,1.5
21416,0.5
21417,0.25
21418,0.1
21419,0.0
21420,0.0
21421,0.0
21422,0.0
21423,0.0
21424,0.0
21425,0.0
21426,0.0
21427,0.0
21428,0.0
21429,0.0
21430,0.0
21431,0.0
21432,0.0
21433,0.0
21434,0.0
21435,0.0
21436,0.0
21437,0.0
21438,0.0
21439,0.0
21440,0.0
21441,0.0
21442,0.0
21443,0.0
21444,0.0
21445,0.0
21446,0.0
21447,0.0
21448,0.0
21449,0.0
21450,0.0
21451,0.0
21452,0.0
21453,0.0
21454,0.0
21455,0.0
21456,0.0
21457,0.0
21458,0.0
21459,0.0
21460,0.0
21461,0.0
21462,0.0
21463,0.0
21464,0.0
21465,0.0
21466,0.0
21467,0.0
21468,0.0
21469,0.0
21470,0.0
21471,0.0
21472,0.0
21473,0.0
21474,0.0
21475,0.0
21476,0.0
21477,0.0
21478,0.0
21479,0.0
21480,0.0
21481,0.0
21482,0.0
21483,0.0
21484,0.0
21485,0.0
21486,0.0
21487,0.05
21488,0.15000000000000002
21489,0.5
21490,0.95
21491,1.0
21492,2.9499999999999997
21493,5.7
21494,6.75
21495,8.15
21496,9.55
21497,11.2
21498,13.2
21499,15.1
21500,16.95
21501,18.7
21502,20.1
21503,21.85
21504,23.15
21505,23.75
21506,24.25
21507,24.95
21508,25.1
21509,25.55
21510,26.6
21511,29.35
21512,30.4
21513,30.85
21514,31.5
21515,32.099999999999994
21516,31.599999999999994
21517,28.6
21518,29.2
21519,29.9
21520,32.0
21521,31.2
21522,29.75
21523,33.099999999999994
21524,33.55
21525,32.35
21526,34.2
21527,34.45
21528,35.15
21529,24.75
21530,16.9
21531,29.6
21532,26.4
21533,29.1
21534,29.65
21535,28.05
21536,27.85
21537,26.7
21538,25.049999999999997
21539,24.1
21540,23.5
21541,22.8
21542,22.049999999999997
21543,21.1
21544,20.0
21545,19.1
21546,18.7
21547,18.95
21548,17.25
21549,16.25
21550,14.95
21551,13.3
21552,11.0
21553,7.55
21554,7.55
21555,7.2
21556,6.800000000000001
21557,4.6
21558,2.0
21559,1.0
21560,0.4
21561,0.15000000000000002
21562,0.05
21563,0.0
21564,0.0
21565,0.0
21566,0.0
21567,0.0
21568,0.0
21569,0.0
21570,0.0
21571,0.0
21572,0.0
21573,0.0
21574,0.0
21575,0.0
21576,0.0
21577,0.0
21578,0.0
21579,0.0
21580,0.0
21581,0.0
21582,0.0
21583,0.0
21584,0.0
21585,0.0
21586,0.0
21587,0.0
21588,0.0
21589,0.0
21590,0.0
21591,0.0
21592,0.0
21593,0.0
21594,0.0
21595,0.0
21596,0.0
21597,0.0
21598,0.0
21599,0.0
21600,0.0
21601,0.0
21602,0.0
21603,0.0
21604,0.0
21605,0.0
21606,0.0
21607,0.0
21608,0.0
21609,0.0
21610,0.0
21611,0.0
21612,0.0
21613,0.0
21614,0.0
21615,0.0
21616,0.0
21617,0.0
21618,0.0
21619,0.0
21620,0.0
21621,0.0
21622,0.0
21623,0.0
21624,0.0
21625,0.0
21626,0.0
21627,0.0
21628,0.0
21629,0.0
21630,0.0
21631,0.05
21632,0.15000000000000002
21633,0.5
21634,1.5
21635,3.65
21636,4.8
21637,5.25
21638,6.35
21639,7.85
21640,9.7
21641,11.5
21642,13.5
21643,15.0
21644,16.8
21645,18.4
21646,19.9
21647,21.45
21648,22.75
21649,24.5
21650,25.45
21651,26.65
21652,28.0
21653,29.15
21654,29.25
21655,29.05
21656,29.4
21657,30.75
21658,30.65
21659,31.15
21660,32.099999999999994
21661,32.3
21662,32.5
21663,32.95
21664,33.4
21665,33.3
21666,33.45
21667,33.75
21668,33.15
21669,32.9
21670,32.95
21671,32.75
21672,33.2
21673,33.45
21674,33.15
21675,32.95
21676,32.2
21677,31.25
21678,30.9
21679,29.6
21680,28.2
21681,27.05
21682,25.2
21683,23.2
21684,21.8
21685,22.049999999999997
21686,21.85
21687,21.75
21688,21.65
21689,20.75
21690,20.0
21691,20.0
21692,18.2
21693,18.15
21694,17.4
21695,15.649999999999999
21696,13.55
21697,11.0
21698,9.5
21699,8.1
21700,6.75
21701,5.65
21702,4.449999999999999
21703,3.0
21704,2.0
21705,0.4499999999999999
21706,0.1
21707,0.05
21708,0.0
21709,0.0
21710,0.0
21711,0.0
21712,0.0
21713,0.0
21714,0.0
21715,0.0
21716,0.0
21717,0.0
21718,0.0
21719,0.0
21720,0.0
21721,0.0
21722,0.0
21723,0.0
21724,0.0
21725,0.0
21726,0.0
21727,0.0
21728,0.0
21729,0.0
21730,0.0
21731,0.0
21732,0.0
21733,0.0
21734,0.0
21735,0.0
21736,0.0
21737,0.0
21738,0.0
21739,0.0
21740,0.0
21741,0.0
21742,0.0
21743,0.0
21744,0.0
21745,0.0
21746,0.0
21747,0.0
21748,0.0
21749,0.0
21750,0.0
21751,0.0
21752,0.0
21753,0.0
21754,0.0
21755,0.0
21756,0.0
21757,0.0
21758,0.0
21759,0.0
21760,0.0
21761,0.0
21762,0.0
21763,0.0
21764,0.0
21765,0.0
21766,0.0
21767,0.0
21768,0.0
21769,0.0
21770,0.0
21771,0.0
21772,0.0
21773,0.0
21774,0.0
21775,0.0
21776,0.1
21777,0.0
21778,0.5
21779,0.45
21780,1.2
21781,3.95
21782,6.15
21783,3.85
21784,0.75
21785,1.0
21786,3.3
21787,8.9
21788,9.4
21789,13.05
21790,14.149999999999999
21791,20.75
21792,11.3
21793,8.1
21794,7.8
21795,8.6
21796,9.3
21797,9.149999999999999
21798,20.9
21799,26.45
21800,29.549999999999997
21801,31.65
21802,33.3
21803,34.400000000000006
21804,31.75
21805,31.4
21806,32.0
21807,32.7
21808,33.3
21809,33.35
21810,32.35
21811,29.75
21812,39.4
21813,39.15
21814,37.900000000000006
21815,38.75
21816,34.5
21817,24.5
21818,30.049999999999997
21819,27.3
21820,31.6
21821,21.75
21822,25.3
21823,23.799999999999997
21824,23.9
21825,24.3
21826,23.7
21827,23.1
21828,20.65
21829,6.85
21830,6.050000000000001
21831,9.35
21832,19.95
21833,16.8
21834,10.35
21835,8.5
21836,11.8
21837,5.449999999999999
21838,3.25
21839,8.05
21840,11.1
21841,10.8
21842,9.399999999999999
21843,8.05
21844,6.8
21845,5.7
21846,4.4
21847,1.9
21848,0.85
21849,0.30000000000000004
21850,0.1
21851,0.05
21852,0.0
21853,0.0
21854,0.0
21855,0.0
21856,0.0
21857,0.0
21858,0.0
21859,0.0
21860,0.0
21861,0.0
21862,0.0
21863,0.0
21864,0.0
21865,0.0
21866,0.0
21867,0.0
21868,0.0
21869,0.0
21870,0.0
21871,0.0
21872,0.0
21873,0.0
21874,0.0
21875,0.0
21876,0.0
21877,0.0
21878,0.0
21879,0.0
21880,0.0
21881,0.0
21882,0.0
21883,0.0
21884,0.0
21885,0.0
21886,0.0
21887,0.0
21888,0.0
21889,0.0
21890,0.0
21891,0.0
21892,0.0
21893,0.0
21894,0.0
21895,0.0
21896,0.0
21897,0.0
21898,0.0
21899,0.0
21900,0.0
21901,0.0
21902,0.0
21903,0.0
21904,0.0
21905,0.0
21906,0.0
21907,0.0
21908,0.0
21909,0.0
21910,0.0
21911,0.0
21912,0.0
21913,0.0
21914,0.0
21915,0.0
21916,0.0
21917,0.0
21918,0.0
21919,0.0
21920,0.0
21921,0.1
21922,0.25
21923,0.45
21924,0.6499999999999999
21925,1.0
21926,3.0999999999999996
21927,5.2
21928,6.1
21929,7.0
21930,7.15
21931,6.25
21932,6.1
21933,6.35
21934,6.55
21935,6.35
21936,6.85
21937,12.1
21938,7.8
21939,12.1
21940,7.0
21941,12.15
21942,10.95
21943,11.4
21944,14.45
21945,17.049999999999997
21946,20.25
21947,22.8
21948,23.45
21949,22.0
21950,12.25
21951,4.75
21952,5.4
21953,5.95
21954,18.25
21955,17.65
21956,1.6
21957,10.25
21958,11.85
21959,12.05
21960,26.75
21961,21.1
21962,29.6
21963,33.8
21964,33.55
21965,33.3
21966,27.4
21967,27.85
21968,25.799999999999997
21969,9.85
21970,12.3
21971,26.9
21972,19.799999999999997
21973,14.8
21974,22.35
21975,16.75
21976,21.799999999999997
21977,17.2
21978,15.35
21979,14.8
21980,15.8
21981,14.35
21982,13.35
21983,9.7
21984,8.45
21985,9.3
21986,7.0
21987,5.0
21988,1.9
21989,0.35
21990,0.05
21991,0.0
21992,0.0
21993,0.0
21994,0.0
21995,0.0
21996,0.0
21997,0.0
21998,0.0
21999,0.0
22000,0.0
22001,0.0
22002,0.0
22003,0.0
22004,0.0
22005,0.0
22006,0.0
22007,0.0
22008,0.0
22009,0.0
22010,0.0
22011,0.0
22012,0.0
22013,0.0
22014,0.0
22015,0.0
22016,0.0
22017,0.0
22018,0.0
22019,0.0
22020,0.0
22021,0.0
22022,0.0
22023,0.0
22024,0.0
22025,0.0
22026,0.0
22027,0.0
22028,0.0
22029,0.0
22030,0.0
22031,0.0
22032,0.0
22033,0.0
22034,0.0
22035,0.0
22036,0.0
22037,0.0
22038,0.0
22039,0.0
22040,0.0
22041,0.0
22042,0.0
22043,0.0
22044,0.0
22045,0.0
22046,0.0
22047,0.0
22048,0.0
22049,0.0
22050,0.0
22051,0.0
22052,0.0
22053,0.0
22054,0.0
22055,0.0
22056,0.0
22057,0.0
22058,0.0
22059,0.0
22060,0.0
22061,0.0
22062,0.0
22063,0.0
22064,0.05
22065,0.1
22066,0.25
22067,0.5
22068,1.1
22069,2.3
22070,3.15
22071,4.5
22072,3.75
22073,3.7
22074,2.0
22075,2.85
22076,13.1
22077,11.75
22078,16.65
22079,19.1
22080,16.6
22081,18.05
22082,23.85
22083,24.0
22084,28.4
22085,25.5
22086,21.95
22087,27.549999999999997
22088,31.4
22089,32.05
22090,37.55
22091,38.1
22092,34.900000000000006
22093,30.75
22094,31.95
22095,33.05
22096,34.400000000000006
22097,35.25
22098,35.8
22099,35.0
22100,34.65
22101,35.1
22102,34.5
22103,34.3
22104,34.3
22105,35.400000000000006
22106,35.55
22107,35.2
22108,35.2
22109,34.9
22110,33.6
22111,32.75
22112,32.5
22113,32.05
22114,31.55
22115,30.1
22116,29.3
22117,28.049999999999997
22118,26.95
22119,25.65
22120,24.5
22121,23.0
22122,21.15
22123,19.35
22124,18.0
22125,17.0
22126,15.6
22127,14.05
22128,12.65
22129,11.45
22130,10.85
22131,8.3
22132,7.050000000000001
22133,5.9
22134,4.95
22135,2.25
22136,0.8
22137,0.30000000000000004
22138,0.15000000000000002
22139,0.05
22140,0.0
22141,0.0
22142,0.0
22143,0.0
22144,0.0
22145,0.0
22146,0.0
22147,0.0
22148,0.0
22149,0.0
22150,0.0
22151,0.0
22152,0.0
22153,0.0
22154,0.0
22155,0.0
22156,0.0
22157,0.0
22158,0.0
22159,0.0
22160,0.0
22161,0.0
22162,0.0
22163,0.0
22164,0.0
22165,0.0
22166,0.0
22167,0.0
22168,0.0
22169,0.0
22170,0.0
22171,0.0
22172,0.0
22173,0.0
22174,0.0
22175,0.0
22176,0.0
22177,0.0
22178,0.0
22179,0.0
22180,0.0
22181,0.0
22182,0.0
22183,0.0
22184,0.0
22185,0.0
22186,0.0
22187,0.0
22188,0.0
22189,0.0
22190,0.0
22191,0.0
22192,0.0
22193,0.0
22194,0.0
22195,0.0
22196,0.0
22197,0.0
22198,0.0
22199,0.0
22200,0.0
22201,0.0
22202,0.0
22203,0.0
22204,0.0
22205,0.0
22206,0.0
22207,0.1
22208,0.15000000000000002
22209,0.4
22210,1.15
22211,2.8
22212,5.0
22213,6.1
22214,7.75
22215,8.95
22216,9.95
22217,11.3
22218,13.2
22219,15.1
22220,16.6
22221,18.15
22222,19.25
22223,20.65
22224,22.15
22225,21.0
22226,23.35
22227,25.2
22228,25.6
22229,26.5
22230,28.2
22231,29.75
22232,31.3
22233,31.8
22234,32.0
22235,32.55
22236,32.7
22237,33.2
22238,33.2
22239,33.1
22240,34.55
22241,35.05
22242,35.150000000000006
22243,34.7
22244,34.900000000000006
22245,29.5
22246,35.25
22247,34.75
22248,32.5
22249,30.9
22250,29.299999999999997
22251,28.6
22252,30.25
22253,30.7
22254,29.1
22255,21.6
22256,25.3
22257,24.25
22258,22.85
22259,26.8
22260,21.5
22261,10.95
22262,2.15
22263,3.9
22264,6.65
22265,16.85
22266,19.0
22267,17.15
22268,16.0
22269,14.7
22270,13.25
22271,12.0
22272,10.25
22273,7.7
22274,1.5499999999999998
22275,3.05
22276,0.55
22277,4.85
22278,2.75
22279,1.2
22280,0.4
22281,0.15000000000000002
22282,0.1
22283,0.0
22284,0.0
22285,0.0
22286,0.0
22287,0.0
22288,0.0
22289,0.0
22290,0.0
22291,0.0
22292,0.0
22293,0.0
22294,0.0
22295,0.0
22296,0.0
22297,0.0
22298,0.0
22299,0.0
22300,0.0
22301,0.0
22302,0.0
22303,0.0
22304,0.0
22305,0.0
22306,0.0
22307,0.0
22308,0.0
22309,0.0
22310,0.0
22311,0.0
22312,0.0
22313,0.0
22314,0.0
22315,0.0
22316,0.0
22317,0.0
22318,0.0
22319,0.0
22320,0.0
22321,0.0
22322,0.0
22323,0.0
22324,0.0
22325,0.0
22326,0.0
22327,0.0
22328,0.0
22329,0.0
22330,0.0
22331,0.0
22332,0.0
22333,0.0
22334,0.0
22335,0.0
22336,0.0
22337,0.0
22338,0.0
22339,0.0
22340,0.0
22341,0.0
22342,0.0
22343,0.0
22344,0.0
22345,0.0
22346,0.0
22347,0.0
22348,0.0
22349,0.0
22350,0.0
22351,0.1
22352,0.15000000000000002
22353,0.5
22354,1.25
22355,2.9
22356,5.1
22357,6.35
22358,7.85
22359,9.45
22360,11.4
22361,13.25
22362,14.7
22363,15.7
22364,17.450000000000003
22365,19.15
22366,20.9
22367,22.6
22368,23.9
22369,24.15
22370,24.75
22371,25.7
22372,26.8
22373,27.9
22374,28.95
22375,30.15
22376,30.25
22377,30.4
22378,30.299999999999997
22379,30.5
22380,31.6
22381,33.3
22382,34.1
22383,34.1
22384,34.85
22385,34.650000000000006
22386,35.2
22387,36.6
22388,36.15
22389,35.150000000000006
22390,34.95
22391,35.25
22392,35.1
22393,35.0
22394,34.1
22395,33.15
22396,32.2
22397,31.45
22398,31.799999999999997
22399,32.45
22400,32.05
22401,31.75
22402,31.45
22403,30.65
22404,29.8
22405,27.45
22406,26.4
22407,25.1
22408,24.1
22409,22.799999999999997
22410,21.5
22411,21.0
22412,19.5
22413,17.85
22414,16.15
22415,14.2
22416,12.65
22417,11.7
22418,10.1
22419,8.600000000000001
22420,7.5
22421,6.25
22422,5.050000000000001
22423,3.05
22424,1.1
22425,0.35
22426,0.1
22427,0.05
22428,0.0
22429,0.0
22430,0.0
22431,0.0
22432,0.0
22433,0.0
22434,0.0
22435,0.0
22436,0.0
22437,0.0
22438,0.0
22439,0.0
22440,0.0
22441,0.0
22442,0.0
22443,0.0
22444,0.0
22445,0.0
22446,0.0
22447,0.0
22448,0.0
22449,0.0
22450,0.0
22451,0.0
22452,0.0
22453,0.0
22454,0.0
22455,0.0
22456,0.0
22457,0.0
22458,0.0
22459,0.0
22460,0.0
22461,0.0
22462,0.0
22463,0.0
22464,0.0
22465,0.0
22466,0.0
22467,0.0
22468,0.0
22469,0.0
22470,0.0
22471,0.0
22472,0.0
22473,0.0
22474,0.0
22475,0.0
22476,0.0
22477,0.0
22478,0.0
22479,0.0
22480,0.0
22481,0.0
22482,0.0
22483,0.0
22484,0.0
22485,0.0
22486,0.0
22487,0.0
22488,0.0
22489,0.0
22490,0.0
22491,0.0
22492,0.0
22493,0.0
22494,0.0
22495,0.1
22496,0.15000000000000002
22497,0.35
22498,0.95
22499,2.5
22500,5.0
22501,6.15
22502,7.35
22503,8.65
22504,10.3
22505,12.3
22506,13.95
22507,15.6
22508,17.1
22509,18.9
22510,20.95
22511,22.9
22512,23.65
22513,25.2
22514,26.45
22515,27.55
22516,28.85
22517,30.0
22518,30.5
22519,29.55
22520,30.9
22521,31.4
22522,32.05
22523,32.7
22524,33.45
22525,33.75
22526,34.45
22527,35.85
22528,36.3
22529,36.85
22530,36.3
22531,34.25
22532,33.849999999999994
22533,33.9
22534,32.8
22535,31.85
22536,32.15
22537,33.25
22538,34.1
22539,34.349999999999994
22540,34.85
22541,33.5
22542,31.7
22543,31.15
22544,30.95
22545,30.95
22546,29.55
22547,28.25
22548,27.45
22549,26.85
22550,25.6
22551,24.6
22552,24.0
22553,22.45
22554,21.1
22555,21.799999999999997
22556,21.7
22557,20.25
22558,18.05
22559,17.05
22560,14.5
22561,11.399999999999999
22562,10.1
22563,8.85
22564,7.45
22565,6.1
22566,4.699999999999999
22567,2.45
22568,0.85
22569,0.25
22570,0.1
22571,0.05
22572,0.0
22573,0.0
22574,0.0
22575,0.0
22576,0.0
22577,0.0
22578,0.0
22579,0.0
22580,0.0
22581,0.0
22582,0.0
22583,0.0
22584,0.0
22585,0.0
22586,0.0
22587,0.0
22588,0.0
22589,0.0
22590,0.0
22591,0.0
22592,0.0
22593,0.0
22594,0.0
22595,0.0
22596,0.0
22597,0.0
22598,0.0
22599,0.0
22600,0.0
22601,0.0
22602,0.0
22603,0.0
22604,0.0
22605,0.0
22606,0.0
22607,0.0
22608,0.0
22609,0.0
22610,0.0
22611,0.0
22612,0.0
22613,0.0
22614,0.0
22615,0.0
22616,0.0
22617,0.0
22618,0.0
22619,0.0
22620,0.0
22621,0.0
22622,0.0
22623,0.0
22624,0.0
22625,0.0
22626,0.0
22627,0.0
22628,0.0
22629,0.0
22630,0.0
22631,0.0
22632,0.0
22633,0.0
22634,0.0
22635,0.0
22636,0.0
22637,0.0
22638,0.05
22639,0.1
22640,0.25
22641,0.5
22642,1.25
22643,2.8499999999999996
22644,5.05
22645,5.949999999999999
22646,6.75
22647,7.85
22648,8.899999999999999
22649,9.95
22650,12.05
22651,15.75
22652,17.4
22653,19.0
22654,21.45
22655,22.9
22656,22.6
22657,23.1
22658,24.3
22659,25.7
22660,26.55
22661,27.45
22662,28.25
22663,28.45
22664,28.6
22665,28.85
22666,29.75
22667,30.4
22668,31.2
22669,32.5
22670,32.4
22671,32.5
22672,33.55
22673,33.45
22674,33.7
22675,34.75
22676,34.8
22677,34.5
22678,34.45
22679,33.900000000000006
22680,33.900000000000006
22681,34.400000000000006
22682,33.15
22683,32.65
22684,32.05
22685,31.4
22686,31.05
22687,32.3
22688,33.3
22689,31.349999999999994
22690,29.2
22691,27.25
22692,26.25
22693,26.8
22694,26.15
22695,24.65
22696,23.6
22697,22.299999999999997
22698,20.65
22699,19.0
22700,17.8
22701,16.549999999999997
22702,15.0
22703,13.4
22704,12.3
22705,11.05
22706,9.65
22707,8.35
22708,7.1
22709,6.1
22710,5.050000000000001
22711,4.15
22712,2.1
22713,0.75
22714,0.30000000000000004
22715,0.1
22716,0.0
22717,0.0
22718,0.0
22719,0.0
22720,0.0
22721,0.0
22722,0.0
22723,0.0
22724,0.0
22725,0.0
22726,0.0
22727,0.0
22728,0.0
22729,0.0
22730,0.0
22731,0.0
22732,0.0
22733,0.0
22734,0.0
22735,0.0
22736,0.0
22737,0.0
22738,0.0
22739,0.0
22740,0.0
22741,0.0
22742,0.0
22743,0.0
22744,0.0
22745,0.0
22746,0.0
22747,0.0
22748,0.0
22749,0.0
22750,0.0
22751,0.0
22752,0.0
22753,0.0
22754,0.0
22755,0.0
22756,0.0
22757,0.0
22758,0.0
22759,0.0
22760,0.0
22761,0.0
22762,0.0
22763,0.0
22764,0.0
22765,0.0
22766,0.0
22767,0.0
22768,0.0
22769,0.0
22770,0.0
22771,0.0
22772,0.0
22773,0.0
22774,0.0
22775,0.0
22776,0.0
22777,0.0
22778,0.0
22779,0.0
22780,0.0
22781,0.0
22782,0.05
22783,0.1
22784,0.25
22785,0.4
22786,0.5
22787,0.2
22788,2.3499999999999996
22789,5.25
22790,6.45
22791,7.55
22792,9.5
22793,11.5
22794,12.75
22795,16.4
22796,18.3
22797,19.95
22798,20.2
22799,20.35
22800,20.85
22801,21.6
22802,22.25
22803,22.7
22804,22.15
22805,22.05
22806,21.5
22807,24.95
22808,28.6
22809,28.85
22810,28.35
22811,30.95
22812,28.15
22813,31.799999999999997
22814,32.349999999999994
22815,32.95
22816,34.1
22817,35.1
22818,34.45
22819,28.55
22820,32.0
22821,26.25
22822,28.5
22823,20.6
22824,30.05
22825,27.45
22826,27.1
22827,25.25
22828,12.5
22829,25.5
22830,20.15
22831,22.65
22832,21.5
22833,20.85
22834,19.7
22835,18.0
22836,18.3
22837,24.85
22838,20.75
22839,24.299999999999997
22840,18.049999999999997
22841,18.45
22842,17.3
22843,19.25
22844,17.950000000000003
22845,16.65
22846,15.3
22847,13.75
22848,12.15
22849,11.0
22850,9.6
22851,8.25
22852,7.2
22853,6.3
22854,5.25
22855,2.5
22856,0.95
22857,0.30000000000000004
22858,0.1
22859,0.0
22860,0.0
22861,0.0
22862,0.0
22863,0.0
22864,0.0
22865,0.0
22866,0.0
22867,0.0
22868,0.0
22869,0.0
22870,0.0
22871,0.0
22872,0.0
22873,0.0
22874,0.0
22875,0.0
22876,0.0
22877,0.0
22878,0.0
22879,0.0
22880,0.0
22881,0.0
22882,0.0
22883,0.0
22884,0.0
22885,0.0
22886,0.0
22887,0.0
22888,0.0
22889,0.0
22890,0.0
22891,0.0
22892,0.0
22893,0.0
22894,0.0
22895,0.0
22896,0.0
22897,0.0
22898,0.0
22899,0.0
22900,0.0
22901,0.0
22902,0.0
22903,0.0
22904,0.0
22905,0.0
22906,0.0
22907,0.0
22908,0.0
22909,0.0
22910,0.0
22911,0.0
22912,0.0
22913,0.0
22914,0.0
22915,0.0
22916,0.0
22917,0.0
22918,0.0
22919,0.0
22920,0.0
22921,0.0
22922,0.0
22923,0.0
22924,0.0
22925,0.0
22926,0.0
22927,0.1
22928,0.25
22929,0.55
22930,1.45
22931,3.35
22932,5.25
22933,6.25
22934,7.35
22935,8.55
22936,9.95
22937,11.4
22938,12.899999999999999
22939,14.35
22940,16.200000000000003
22941,17.9
22942,19.35
22943,21.1
22944,23.1
22945,25.2
22946,26.299999999999997
22947,26.9
22948,27.6
22949,28.25
22950,29.15
22951,31.0
22952,32.95
22953,33.3
22954,35.349999999999994
22955,36.0
22956,35.5
22957,36.0
22958,38.2
22959,38.05
22960,37.05
22961,36.85
22962,35.75
22963,33.55
22964,32.5
22965,34.05
22966,34.1
22967,32.45
22968,32.35
22969,32.7
22970,32.15
22971,32.05
22972,31.35
22973,30.85
22974,29.6
22975,28.65
22976,28.2
22977,27.85
22978,27.0
22979,27.05
22980,26.85
22981,25.75
22982,25.049999999999997
22983,24.4
22984,23.4
22985,23.2
22986,21.85
22987,19.549999999999997
22988,18.35
22989,16.65
22990,14.7
22991,13.399999999999999
22992,12.3
22993,10.8
22994,9.45
22995,8.3
22996,7.0
22997,5.75
22998,4.8
22999,2.55
23000,1.0
23001,0.4
23002,0.15000000000000002
23003,0.0
23004,0.0
23005,0.0
23006,0.0
23007,0.0
23008,0.0
23009,0.0
23010,0.0
23011,0.0
23012,0.0
23013,0.0
23014,0.0
23015,0.0
23016,0.0
23017,0.0
23018,0.0
23019,0.0
23020,0.0
23021,0.0
23022,0.0
23023,0.0
23024,0.0
23025,0.0
23026,0.0
23027,0.0
23028,0.0
23029,0.0
23030,0.0
23031,0.0
23032,0.0
23033,0.0
23034,0.0
23035,0.0
23036,0.0
23037,0.0
23038,0.0
23039,0.0
23040,0.0
23041,0.0
23042,0.0
23043,0.0
23044,0.0
23045,0.0
23046,0.0
23047,0.0
23048,0.0
23049,0.0
23050,0.0
23051,0.0
23052,0.0
23053,0.0
23054,0.0
23055,0.0
23056,0.0
23057,0.0
23058,0.0
23059,0.0
23060,0.0
23061,0.0
23062,0.0
23063,0.0
23064,0.0
23065,0.0
23066,0.0
23067,0.0
23068,0.0
23069,0.0
23070,0.05
23071,0.1
23072,0.2
23073,0.45
23074,0.85
23075,1.8
23076,3.95
23077,6.0
23078,7.1
23079,8.35
23080,9.65
23081,11.3
23082,12.95
23083,14.9
23084,16.25
23085,17.2
23086,18.4
23087,19.8
23088,21.8
23089,24.35
23090,25.05
23091,25.7
23092,27.35
23093,29.35
23094,29.45
23095,28.15
23096,28.549999999999997
23097,28.9
23098,29.75
23099,30.4
23100,31.2
23101,31.95
23102,32.7
23103,33.0
23104,33.349999999999994
23105,33.55
23106,33.5
23107,32.55
23108,33.05
23109,32.5
23110,32.099999999999994
23111,31.95
23112,31.75
23113,32.35
23114,32.0
23115,31.25
23116,30.35
23117,29.799999999999997
23118,29.65
23119,28.95
23120,28.55
23121,28.55
23122,27.95
23123,26.65
23124,25.85
23125,26.4
23126,26.75
23127,24.8
23128,23.0
23129,21.45
23130,20.05
