,load
457366,28994.0
457383,28106.0
457400,26182.0
457417,24312.0
457434,23021.0
457451,22090.0
457468,21442.0
457485,21176.0
457502,21488.0
457519,22276.0
457536,23136.0
457553,23989.0
457570,24276.0
457587,24309.0
457604,24289.0
457621,24196.0
457638,24195.0
457655,24639.0
457672,25546.0
457689,26783.0
457706,28156.0
457723,29469.0
457740,30474.0
457757,30552.0
457774,30239.0
457791,29167.0
457808,27005.0
457825,24920.0
457842,23451.0
457859,22361.0
457876,21629.0
457893,21298.0
457910,21582.0
457927,22323.0
457944,23204.0
457961,24181.0
457978,24813.0
457995,24958.0
458012,25041.0
458029,25282.0
458046,25663.0
458063,26462.0
458080,27510.0
458097,28698.0
458114,30179.0
458131,31535.0
458148,32254.0
458165,32002.0
458182,31398.0
458199,30090.0
458216,27820.0
458233,25652.0
458250,24063.0
458267,22898.0
458284,22168.0
458301,21834.0
458318,22047.0
458335,22718.0
458352,23424.0
458369,24184.0
458386,24688.0
458403,24823.0
458420,24734.0
458437,25015.0
458454,25756.0
458471,26856.0
458488,28219.0
458505,29573.0
458522,30873.0
458539,31877.0
458556,32260.0
458573,31884.0
458590,31170.0
458607,29931.0
458624,27810.0
458641,25722.0
458658,24076.0
458675,22844.0
458692,22057.0
458709,21537.0
458726,21400.0
458743,21537.0
458760,21724.0
458777,22258.0
458794,22915.0
458811,23327.0
458828,23603.0
458845,23686.0
458862,23696.0
458879,23977.0
458896,24895.0
458913,26232.0
458930,27865.0
458947,29388.0
458964,30136.0
458981,29981.0
458998,29490.0
459015,28417.0
459032,26577.0
459049,24743.0
459066,23376.0
459083,22440.0
459100,21636.0
459117,21118.0
459134,20901.0
459151,20940.0
459168,20859.0
459185,20967.0
459202,21237.0
459219,21468.0
459236,21668.0
459253,22090.0
459270,23032.0
459287,24300.0
459304,25712.0
459321,27027.0
459338,28382.0
459355,29891.0
459372,30702.0
459389,30588.0
459406,30078.0
459423,28929.0
459440,26833.0
459457,24731.0
459474,23208.0
459491,22256.0
459508,21715.0
459525,21401.0
459542,21764.0
459559,22701.0
459576,23813.0
459593,24969.0
459610,25709.0
459627,25899.0
459644,26066.0
459661,26759.0
459678,28065.0
459695,29745.0
459712,31567.0
459729,33253.0
459746,34653.0
459763,35685.0
459780,35864.0
459797,35069.0
459814,33966.0
459831,32273.0
459848,29637.0
459865,27177.0
459882,25285.0
459899,24032.0
459916,23179.0
459933,22705.0
459950,22837.0
459967,23500.0
459984,24439.0
460001,25577.0
460018,26274.0
460035,26613.0
460052,27005.0
460069,27659.0
460086,28992.0
460103,30720.0
460120,32519.0
460137,34150.0
460154,35346.0
460171,36239.0
460188,36445.0
460205,35702.0
460222,34437.0
460239,32537.0
460256,29928.0
460273,27471.0
460290,25549.0
460307,24182.0
460324,23258.0
460341,22829.0
460358,23005.0
460375,23754.0
460392,24577.0
460409,25654.0
460426,26403.0
460443,26741.0
460460,27314.0
460477,28175.0
460494,29461.0
460511,31164.0
460528,32906.0
460545,34372.0
460562,35595.0
460579,36429.0
460596,36471.0
460613,35508.0
460630,34262.0
460647,32504.0
460664,29851.0
460681,27397.0
460698,25590.0
460715,24334.0
460732,23612.0
460749,23162.0
460766,23347.0
460783,24120.0
460800,25006.0
460817,25881.0
460834,26470.0
460851,26741.0
460868,27168.0
460885,27888.0
460902,29013.0
460919,30365.0
460936,31865.0
460953,33444.0
460970,34861.0
460987,35103.0
461004,35268.0
461021,34555.0
461038,33621.0
461055,32153.0
461072,29648.0
461089,27237.0
461106,25452.0
461123,24090.0
461140,23152.0
461157,22668.0
461174,22819.0
461191,23506.0
461208,24339.0
461225,25294.0
461242,26034.0
461259,26377.0
461276,27020.0
461293,27929.0
461310,29317.0
461327,31091.0
461344,32769.0
461361,34247.0
461378,35379.0
461395,36133.0
461412,36077.0
461429,35189.0
461446,34140.0
461463,32646.0
461480,30222.0
461497,27886.0
461514,25937.0
461531,24499.0
461548,23473.0
461565,22838.0
461582,22736.0
461599,22924.0
461616,23018.0
461633,23559.0
461650,24120.0
461667,24586.0
461684,25389.0
461701,26333.0
461718,27322.0
461735,28305.0
461752,29528.0
461769,30897.0
461786,32223.0
461803,33194.0
461820,33326.0
461837,32456.0
461854,31360.0
461871,29894.0
461888,27801.0
461905,25768.0
461922,24080.0
461939,22853.0
461956,21990.0
461973,21546.0
461990,21365.0
462007,21243.0
462024,21081.0
462041,21239.0
462058,21320.0
462075,21369.0
462092,21333.0
462109,21381.0
462126,21595.0
462143,21887.0
462160,22534.0
462177,23584.0
462194,24859.0
462211,25962.0
462228,26680.0
462245,26910.0
462262,26934.0
462279,26270.0
462296,24680.0
462313,23270.0
462330,22363.0
462347,21620.0
462364,21074.0
462381,20906.0
462398,21359.0
462415,22225.0
462432,22910.0
462449,23816.0
462466,24186.0
462483,24153.0
462500,24166.0
462517,24290.0
462534,24522.0
462551,24974.0
462568,25742.0
462585,26808.0
462602,28047.0
462619,28973.0
462636,29637.0
462653,29709.0
462670,29501.0
462687,28580.0
462704,26754.0
462721,24978.0
462738,23497.0
462755,22451.0
462772,21796.0
462789,21554.0
462806,21798.0
462823,22392.0
462840,23188.0
462857,24235.0
462874,24916.0
462891,24954.0
462908,24975.0
462925,25393.0
462942,26226.0
462959,27314.0
462976,28337.0
462993,30847.0
463010,31277.0
463027,32475.0
463044,32847.0
463061,32229.0
463078,31487.0
463095,30167.0
463112,27929.0
463129,25699.0
463146,24087.0
463163,22935.0
463180,22190.0
463197,21867.0
463214,22101.0
463231,22860.0
463248,23639.0
463265,24413.0
463282,24913.0
463299,25115.0
463316,25225.0
463333,25447.0
463350,25891.0
463367,26706.0
463384,27760.0
463401,29107.0
463418,30547.0
463435,31793.0
463452,32285.0
463469,31870.0
463486,31159.0
463503,29826.0
463520,27586.0
463537,25469.0
463554,23922.0
463571,22867.0
463588,22299.0
463605,22008.0
463622,22281.0
463639,23049.0
463656,23848.0
463673,24678.0
463690,25107.0
463707,24910.0
463724,24683.0
463741,24888.0
463758,25558.0
463775,26611.0
463792,27687.0
463809,28956.0
463826,30213.0
463843,31392.0
463860,31907.0
463877,31459.0
463894,30694.0
463911,29420.0
463928,27304.0
463945,25221.0
463962,23665.0
463979,22605.0
463996,21864.0
464013,21406.0
464030,21364.0
464047,21609.0
464064,21912.0
464081,22254.0
464098,22356.0
464115,22470.0
464132,22811.0
464149,23408.0
464166,24056.0
464183,25257.0
464200,26892.0
464217,28766.0
464234,30641.0
464251,32264.0
464268,32986.0
464285,32534.0
464302,31622.0
464319,30335.0
464336,28145.0
464353,25999.0
464370,24329.0
464387,22930.0
464404,21925.0
464421,21304.0
464438,21005.0
464455,20852.0
464472,20706.0
464489,20926.0
464506,21101.0
464523,21576.0
464540,22461.0
464557,23615.0
464574,25141.0
464591,26847.0
464608,28568.0
464625,30265.0
464642,31813.0
464659,33145.0
464676,33535.0
464693,32692.0
464710,31392.0
464727,29966.0
464744,28171.0
464761,26196.0
464778,24448.0
464795,23015.0
464812,21877.0
464829,21127.0
464846,20726.0
464863,20529.0
464880,20514.0
464897,20570.0
464914,20771.0
464931,21405.0
464948,22563.0
464965,23970.0
464982,25794.0
464999,27866.0
465016,29970.0
465033,31994.0
465050,33899.0
465067,35354.0
465084,35774.0
465101,34873.0
465118,33417.0
465135,31504.0
465152,28694.0
465169,26142.0
465186,24250.0
465203,22847.0
465220,21994.0
465237,21822.0
465254,22038.0
465271,22795.0
465288,23745.0
465305,24893.0
465322,25603.0
465339,26298.0
465356,27169.0
465373,28454.0
465390,29981.0
465407,31546.0
465424,33228.0
465441,34843.0
465458,36207.0
465475,37157.0
465492,37077.0
465509,35796.0
465526,34336.0
465543,32425.0
465560,29665.0
465577,27111.0
465594,25234.0
465611,23831.0
465628,22890.0
465645,22439.0
465662,22565.0
465679,23241.0
465696,24037.0
465713,24845.0
465730,25474.0
465747,26072.0
465764,26636.0
465781,27639.0
465798,28876.0
465815,30449.0
465832,32019.0
465849,33722.0
465866,35032.0
465883,36148.0
465900,36269.0
465917,35253.0
465934,33957.0
465951,32348.0
465968,29702.0
465985,27227.0
466002,25333.0
466019,23845.0
466036,22952.0
466053,22527.0
466070,22706.0
466087,23448.0
466104,24204.0
466121,24913.0
466138,25302.0
466155,25648.0
466172,26364.0
466189,27464.0
466206,28885.0
466223,30668.0
466240,32404.0
466257,33950.0
466274,35249.0
466291,36415.0
466308,36437.0
466325,35352.0
466342,33944.0
466359,32174.0
466376,29504.0
466393,26998.0
466410,25106.0
466427,23845.0
466444,23023.0
466461,22608.0
466478,22785.0
466495,23503.0
466512,24327.0
466529,25209.0
466546,25740.0
466563,26107.0
466580,26853.0
466597,27932.0
466614,29458.0
466631,31404.0
466648,33344.0
466665,35267.0
466682,36839.0
466699,38004.0
466716,38264.0
466733,37252.0
466750,35623.0
466767,33654.0
466784,30888.0
466801,28231.0
466818,26455.0
466835,25143.0
466852,24067.0
466869,23323.0
466886,23269.0
466903,23885.0
466920,24631.0
466937,25448.0
466954,26084.0
466971,26861.0
466988,28068.0
467005,29694.0
467022,31674.0
467039,33959.0
467056,36155.0
467073,38140.0
467090,39575.0
467107,40422.0
467124,40319.0
467141,39166.0
467158,37558.0
467175,35597.0
467192,32643.0
467209,29796.0
467226,27609.0
467243,25885.0
467260,24709.0
467277,23876.0
467294,23491.0
467311,23356.0
467328,23361.0
467345,24131.0
467362,25311.0
467379,26801.0
467396,28702.0
467413,30601.0
467430,32762.0
467447,35044.0
467464,37097.0
467481,38990.0
467498,40370.0
467515,41207.0
467532,41204.0
467549,39978.0
467566,38095.0
467583,35866.0
467600,32981.0
467617,30183.0
467634,27851.0
467651,26152.0
467668,24929.0
467685,23958.0
467702,23398.0
467719,23039.0
467736,22638.0
467753,22893.0
467770,23974.0
467787,25439.0
467804,27365.0
467821,29637.0
467838,32000.0
467855,34126.0
467872,36259.0
467889,38228.0
467906,39795.0
467923,41051.0
467940,41300.0
467957,39955.0
467974,38080.0
467991,35836.0
468008,32661.0
468025,29682.0
468042,27453.0
468059,25800.0
468076,24665.0
468093,24111.0
468110,24392.0
468127,25342.0
468144,26553.0
468161,27913.0
468178,28980.0
468195,30077.0
468212,31265.0
468229,32519.0
468246,34208.0
468263,35946.0
468280,37457.0
468297,38784.0
468314,39370.0
468331,39777.0
468348,39138.0
468365,37494.0
468382,35762.0
468399,33885.0
468416,31011.0
468433,28387.0
468450,26378.0
468467,24879.0
468484,23930.0
468501,23724.0
468518,23890.0
468535,24616.0
468552,25364.0
468569,26145.0
468586,26879.0
468603,27824.0
468620,28422.0
468637,29253.0
468654,30305.0
468671,31711.0
468688,33417.0
468705,34938.0
468722,35916.0
468739,36827.0
468756,36805.0
468773,35693.0
468790,34401.0
468807,32629.0
468824,30076.0
468841,27841.0
468858,26198.0
468875,24949.0
468892,24242.0
468909,23898.0
468926,24057.0
468943,24838.0
468960,25568.0
468977,26176.0
468994,26455.0
469011,26673.0
469028,27353.0
469045,28307.0
469062,29443.0
469079,30873.0
469096,32319.0
469113,33770.0
469130,34987.0
469147,36018.0
469164,36108.0
469181,35113.0
469198,33982.0
469215,32332.0
469232,29821.0
469249,27453.0
469266,25630.0
469283,24281.0
469300,23347.0
469317,22942.0
469334,23138.0
469351,23923.0
469368,24742.0
469385,25785.0
469402,26417.0
469419,26630.0
469436,27070.0
469453,27753.0
469470,28919.0
469487,30469.0
469504,32112.0
469521,33491.0
469538,34773.0
469555,35762.0
469572,35857.0
469589,34967.0
469606,33954.0
469623,32366.0
469640,29887.0
469657,27475.0
469674,25651.0
469691,24346.0
469708,23359.0
469725,22947.0
469742,23175.0
469759,23898.0
469776,24658.0
469793,25692.0
469810,26594.0
469827,26887.0
469844,27348.0
469861,27872.0
469878,28352.0
469895,30546.0
469912,32096.0
469929,33657.0
469946,34937.0
469963,35931.0
469980,36005.0
469997,35052.0
470014,33889.0
470031,32344.0
470048,29994.0
470065,27659.0
470082,25869.0
470099,24443.0
470116,23376.0
470133,22738.0
470150,22539.0
470167,22580.0
470184,22646.0
470201,23119.0
470218,23656.0
470235,24078.0
470252,24761.0
470269,25732.0
470286,27000.0
470303,28636.0
470320,30534.0
470337,32506.0
470354,34344.0
470371,35763.0
470388,36124.0
470405,35108.0
470422,33782.0
470439,32048.0
470456,29675.0
470473,27406.0
470490,25622.0
470507,24224.0
470524,23055.0
470541,22376.0
470558,22065.0
470575,21906.0
470592,21722.0
470609,21919.0
470626,22248.0
470643,22674.0
470660,23462.0
470677,24530.0
470694,25939.0
470711,27326.0
470728,28946.0
470745,30734.0
470762,32372.0
470779,33743.0
470796,34160.0
470813,33390.0
470830,32480.0
470847,30921.0
470864,28426.0
470881,26143.0
470898,24581.0
470915,23379.0
470932,22661.0
470949,22482.0
470966,22719.0
470983,23414.0
471000,24349.0
471017,25672.0
471034,26851.0
471051,27139.0
471068,27370.0
471085,28007.0
471102,29099.0
471119,30533.0
471136,32040.0
471153,33411.0
471170,34677.0
471187,35753.0
471204,35957.0
471221,35048.0
471238,33945.0
471255,32240.0
471272,29703.0
471289,27353.0
471306,25646.0
471323,24339.0
471340,23482.0
471357,23047.0
471374,23245.0
471391,24018.0
471408,24805.0
471425,25621.0
471442,26527.0
471459,26959.0
471476,27514.0
471493,28099.0
471510,29327.0
471527,30946.0
471544,32436.0
471561,33798.0
471578,34879.0
471595,35661.0
471612,35670.0
471629,34677.0
471646,33431.0
471663,31770.0
471680,29334.0
471697,27039.0
471714,25315.0
471731,24059.0
471748,23162.0
471765,22746.0
471782,22974.0
471799,23759.0
471816,24564.0
471833,25327.0
471850,26036.0
471867,26268.0
471884,26486.0
471901,26744.0
471918,27464.0
471935,28701.0
471952,30041.0
471969,31431.0
471986,32629.0
472003,33558.0
472020,33747.0
472037,33020.0
472054,32026.0
472071,30436.0
472088,28131.0
472105,25974.0
472122,24459.0
472139,23346.0
472156,22554.0
472173,22238.0
472190,22541.0
472207,23381.0
472224,24186.0
472241,25104.0
472258,25966.0
472275,26176.0
472292,25965.0
472309,25843.0
472326,26153.0
472343,27214.0
472360,28624.0
472377,30193.0
472394,31558.0
472411,32816.0
472428,33364.0
472445,32841.0
472462,31998.0
472479,30492.0
472496,28210.0
472513,26070.0
472530,24530.0
472547,23378.0
472564,22613.0
472581,22275.0
472598,22473.0
472615,23226.0
472632,24005.0
472649,24814.0
472666,25553.0
472683,25705.0
472700,25842.0
472717,26374.0
472734,27042.0
472751,28101.0
472768,29426.0
472785,30814.0
472802,32089.0
472819,33113.0
472836,33502.0
472853,32886.0
472870,31858.0
472887,30473.0
472904,28320.0
472921,26218.0
472938,24600.0
472955,23343.0
472972,22440.0
472989,21934.0
473006,21799.0
473023,21942.0
473040,21955.0
473057,22337.0
473074,22727.0
473091,22874.0
473108,23205.0
473125,23842.0
473142,24882.0
473159,26318.0
473176,28068.0
473193,29905.0
473210,31662.0
473227,33082.0
473244,33574.0
473261,32884.0
473278,31908.0
473295,30376.0
473312,28151.0
473329,26027.0
473346,24347.0
473363,23036.0
473380,22076.0
473397,21452.0
473414,21187.0
473431,21063.0
473448,20790.0
473465,21062.0
473482,21225.0
473499,21548.0
473516,22376.0
473533,23672.0
473550,25154.0
473567,26973.0
473584,28974.0
473601,30941.0
473618,32724.0
473635,34154.0
473652,34608.0
473669,33815.0
473686,32639.0
473703,30936.0
473720,28455.0
473737,26133.0
473754,24455.0
473771,23216.0
473788,22391.0
473805,22067.0
473822,22401.0
473839,23261.0
473856,24327.0
473873,25520.0
473890,26370.0
473907,26762.0
473924,27256.0
473941,28112.0
473958,29234.0
473975,30831.0
473992,32539.0
474009,34128.0
474026,35520.0
474043,36449.0
474060,36451.0
474077,35238.0
474094,33937.0
474111,32025.0
474128,29454.0
474145,27104.0
474162,25290.0
474179,23973.0
474196,23129.0
474213,22670.0
474230,22841.0
474247,23642.0
474264,24502.0
474281,25444.0
474298,26126.0
474315,26412.0
474332,26857.0
474349,27604.0
474366,28943.0
474383,30654.0
474400,32501.0
474417,34261.0
474434,35797.0
474451,36982.0
474468,37152.0
474485,36102.0
474502,34821.0
474519,32848.0
474536,30064.0
474553,27508.0
474570,25650.0
474587,24298.0
474604,23323.0
474621,22855.0
474638,23048.0
474655,23822.0
474672,24674.0
474689,25576.0
474706,26235.0
474723,26459.0
474740,26843.0
474757,27849.0
474774,29389.0
474791,31277.0
474808,33190.0
474825,35011.0
474842,36612.0
474859,37516.0
474876,37579.0
474893,36452.0
474910,35118.0
474927,33153.0
474944,30379.0
474961,27838.0
474978,25953.0
474995,24509.0
475012,23511.0
475029,23039.0
475046,23223.0
475063,24049.0
475080,24891.0
475097,25841.0
475114,26743.0
475131,27298.0
475148,28191.0
475165,29325.0
475182,30686.0
475199,32559.0
475216,34651.0
475233,36594.0
475250,38162.0
475267,39265.0
475284,39444.0
475301,38346.0
475318,36704.0
475335,34501.0
475352,31605.0
475369,28864.0
475386,26791.0
475403,25310.0
475420,24372.0
475437,23817.0
475454,23861.0
475471,24389.0
475488,25204.0
475505,26315.0
475522,27737.0
475539,28790.0
475556,29872.0
475573,31407.0
475590,33286.0
475607,35186.0
475624,36759.0
475641,38357.0
475658,39375.0
475675,40353.0
475692,40138.0
475709,38786.0
475726,37097.0
475743,34803.0
475760,31864.0
475777,29087.0
475794,26938.0
475811,25315.0
475828,24354.0
475845,23649.0
475862,23324.0
475879,23283.0
475896,23272.0
475913,23928.0
475930,24504.0
475947,25297.0
475964,26265.0
475981,27735.0
475998,29391.0
476015,31113.0
476032,32720.0
476049,34347.0
476066,35803.0
476083,37004.0
476100,37145.0
476117,36088.0
476134,34735.0
476151,32750.0
476168,30083.0
476185,27591.0
476202,25614.0
476219,24108.0
476236,22996.0
476253,22391.0
476270,22074.0
476287,21908.0
476304,21676.0
476321,21980.0
476338,22366.0
476355,23029.0
476372,24042.0
476389,25653.0
476406,27439.0
476423,29273.0
476440,31204.0
476457,32940.0
476474,34538.0
476491,35832.0
476508,35969.0
476525,34868.0
476542,33570.0
476559,31619.0
476576,29042.0
476593,26647.0
476610,24856.0
476627,23532.0
476644,22671.0
476661,22304.0
476678,22634.0
476695,23548.0
476712,24698.0
476729,25947.0
476746,26986.0
476763,27975.0
476780,29097.0
476797,30666.0
476814,32249.0
476831,34151.0
476848,35898.0
476865,37345.0
476882,38354.0
476899,39055.0
476916,38729.0
476933,37209.0
476950,35626.0
476967,33398.0
476984,30519.0
477001,27976.0
477018,26080.0
477035,24669.0
477052,23732.0
477069,23241.0
477086,23382.0
477103,24238.0
477120,25271.0
477137,26304.0
477154,27182.0
477171,27381.0
477188,27737.0
477205,28716.0
477222,29903.0
477239,31214.0
477256,32675.0
477273,34134.0
477290,35266.0
477307,36030.0
477324,35835.0
477341,34642.0
477358,33479.0
477375,31586.0
477392,29050.0
477409,26757.0
477426,25185.0
477443,23921.0
477460,23085.0
477477,22737.0
477494,23042.0
477511,23895.0
477528,24895.0
477545,25794.0
477562,26424.0
477579,26515.0
477596,26576.0
477613,26960.0
477630,27725.0
477647,28854.0
477664,30188.0
477681,31415.0
477698,32229.0
477715,33031.0
477732,33105.0
477749,32292.0
477766,31612.0
477783,30022.0
477800,27830.0
477817,25818.0
477834,24336.0
477851,23274.0
477868,22544.0
477885,22253.0
477902,22575.0
477919,23718.0
477936,25450.0
477953,25480.0
477970,26001.0
477987,25987.0
478004,25800.0
478021,25871.0
478038,26463.0
478055,27384.0
478072,28617.0
478089,30055.0
478106,31340.0
478123,32493.0
478140,32913.0
478157,32281.0
478174,31605.0
478191,30040.0
478208,27779.0
478225,25713.0
478242,24328.0
478259,23190.0
478276,22441.0
478293,22101.0
478310,22346.0
478327,23149.0
478344,23940.0
478361,24796.0
478378,25509.0
478395,25743.0
478412,25875.0
478429,26344.0
478446,27180.0
478463,28608.0
478480,30285.0
478497,31898.0
478514,33234.0
478531,34352.0
478548,34556.0
478565,33705.0
478582,32713.0
478599,30999.0
478616,28727.0
478633,26621.0
478650,24918.0
478667,23558.0
478684,22633.0
478701,22061.0
478718,21911.0
478735,22048.0
478752,22139.0
478769,22534.0
478786,22940.0
478803,23257.0
478820,23858.0
478837,24828.0
478854,26082.0
478871,27769.0
478888,29633.0
478905,31522.0
478922,33143.0
478939,34430.0
478956,34768.0
478973,33859.0
478990,32770.0
479007,30996.0
479024,28740.0
479041,26519.0
479058,24692.0
479075,23319.0
479092,22329.0
479109,21647.0
479126,21334.0
479143,21249.0
479160,21014.0
479177,21212.0
479194,21580.0
479211,21972.0
479228,22885.0
479245,24315.0
479262,25976.0
479279,27979.0
479296,30143.0
479313,32223.0
479330,33947.0
479347,35416.0
479364,35872.0
479381,34915.0
479398,33650.0
479415,31555.0
479432,29032.0
479449,26575.0
479466,24782.0
479483,23539.0
479500,22698.0
479517,22357.0
479534,22625.0
479551,23578.0
479568,24668.0
479585,25737.0
479602,26855.0
479619,27390.0
479636,28014.0
479653,29131.0
479670,30649.0
479687,32581.0
479704,34426.0
479721,35862.0
479738,37001.0
479755,37822.0
479772,37647.0
479789,36190.0
479806,34637.0
479823,32496.0
479840,29729.0
479857,27194.0
479874,25314.0
479891,23984.0
479908,23072.0
479925,22667.0
479942,22839.0
479959,23718.0
479976,24651.0
479993,25617.0
480010,26608.0
480027,26996.0
480044,27707.0
480061,28382.0
480078,29426.0
480095,31009.0
480112,32796.0
480129,34526.0
480146,35798.0
480163,36815.0
480180,36740.0
480197,35516.0
480214,34073.0
480231,31892.0
480248,29200.0
480265,26767.0
480282,25168.0
480299,24055.0
480316,23311.0
480333,22882.0
480350,23037.0
480367,23878.0
480384,24899.0
480401,25764.0
480418,26555.0
480435,27194.0
480452,27959.0
480469,29269.0
480486,31070.0
480503,33289.0
480520,35609.0
480537,37528.0
480554,38975.0
480571,39833.0
480588,39596.0
480605,38198.0
480622,36643.0
480639,34251.0
480656,31276.0
480673,28628.0
480690,26811.0
480707,25400.0
480724,24460.0
480741,24134.0
480758,24284.0
480775,25069.0
480792,26240.0
480809,27320.0
480826,28346.0
480843,29420.0
480860,30903.0
480877,32650.0
480894,34730.0
480911,37282.0
480928,39426.0
480945,40953.0
480962,41797.0
480979,42053.0
480996,41371.0
481013,40049.0
481030,38984.0
481047,36632.0
481064,33542.0
481081,30776.0
481098,28648.0
481115,27075.0
481132,25958.0
481149,25451.0
481166,25509.0
481183,26194.0
481200,27380.0
481217,28924.0
481234,30644.0
481251,32404.0
481268,34423.0
481285,36773.0
481302,39299.0
481319,41856.0
481336,43996.0
481353,45539.0
481370,46268.0
481387,46092.0
481404,44870.0
481421,42791.0
481438,41868.0
481455,40143.0
481472,37068.0
481489,33843.0
481506,31366.0
481523,29469.0
481540,27996.0
481557,27065.0
481574,26491.0
481591,26261.0
481608,26434.0
481625,27510.0
481642,29301.0
481659,31664.0
481676,34170.0
481693,37034.0
481710,39584.0
481727,41595.0
481744,42980.0
481761,43590.0
481778,44302.0
481795,44632.0
481812,43758.0
481829,42564.0
481846,41674.0
481863,39324.0
481880,36415.0
481897,33605.0
481914,31283.0
481931,29332.0
481948,28005.0
481965,27140.0
481982,26936.0
481999,26654.0
482016,26361.0
482033,26773.0
482050,28146.0
482067,30214.0
482084,32332.0
482101,34721.0
482118,37058.0
482135,39167.0
482152,40853.0
482169,42138.0
482186,42970.0
482203,43294.0
482220,42356.0
482237,41090.0
482254,39959.0
482271,37708.0
482288,34615.0
482305,31802.0
482322,29713.0
482339,28322.0
482356,27574.0
482373,26986.0
482390,27009.0
482407,27898.0
482424,29500.0
482441,31380.0
482458,33517.0
482475,35177.0
482492,37172.0
482509,39178.0
482526,40933.0
482543,42991.0
482560,44440.0
482577,44863.0
482594,44876.0
482611,44740.0
482628,43655.0
482645,42205.0
482662,41282.0
482679,39042.0
482696,35941.0
482713,33016.0
482730,30841.0
482747,29260.0
482764,28383.0
482781,27755.0
482798,27836.0
482815,28772.0
482832,30188.0
482849,31984.0
482866,33918.0
482883,35967.0
482900,38430.0
482917,41299.0
482934,44241.0
482951,46169.0
482968,46516.0
482985,46967.0
483002,46848.0
483019,46207.0
483036,44837.0
483053,43476.0
483070,42591.0
483087,40031.0
483104,36767.0
483121,33784.0
483138,31748.0
483155,30146.0
483172,28953.0
483189,28622.0
483206,28612.0
483223,29329.0
483240,30335.0
483257,32049.0
483274,34032.0
483291,35596.0
483308,37667.0
483325,40125.0
483342,42436.0
483359,44201.0
483376,45304.0
483393,45837.0
483410,45741.0
483427,45204.0
483444,43720.0
483461,42042.0
483478,40680.0
483495,38304.0
483512,35322.0
483529,32343.0
483546,30130.0
483563,28510.0
483580,27738.0
483597,27227.0
483614,27148.0
483631,27748.0
483648,28774.0
483665,30129.0
483682,31774.0
483699,33106.0
483716,34743.0
483733,36699.0
483750,39160.0
483767,40919.0
483784,42023.0
483801,43109.0
483818,43406.0
483835,42946.0
483852,41429.0
483869,39738.0
483886,38461.0
483903,36257.0
483920,33580.0
483937,30985.0
483954,29230.0
483971,28288.0
483988,27296.0
484005,26739.0
484022,26851.0
484039,27621.0
484056,28784.0
484073,29880.0
484090,31182.0
484107,32543.0
484124,34440.0
484141,36487.0
484158,38644.0
484175,40527.0
484192,41645.0
484209,42340.0
484226,42391.0
484243,42089.0
484260,40979.0
484277,39744.0
484294,38550.0
484311,36551.0
484328,33945.0
484345,31471.0
484362,29533.0
484379,28039.0
484396,27163.0
484413,26404.0
484430,26117.0
484447,26334.0
484464,26961.0
484481,27759.0
484498,29018.0
484515,30860.0
484532,32761.0
484549,34612.0
484566,36287.0
484583,37864.0
484600,39330.0
484617,40445.0
484634,41169.0
484651,41385.0
484668,40578.0
484685,39305.0
484702,38054.0
484719,35898.0
484736,33334.0
484753,30826.0
484770,28878.0
484787,27344.0
484804,26158.0
484821,25323.0
484838,24878.0
484855,24728.0
484872,24646.0
484889,25145.0
484906,26234.0
484923,27910.0
484940,30227.0
484957,32447.0
484974,34576.0
484991,36577.0
485008,38333.0
485025,39580.0
485042,40251.0
485059,40517.0
485076,39882.0
485093,38734.0
485110,37666.0
485127,35678.0
485144,32964.0
485161,30454.0
485178,28757.0
485195,27631.0
485212,26680.0
485229,26243.0
485246,26577.0
485263,27662.0
485280,29152.0
485297,30678.0
485314,31978.0
485331,33143.0
485348,34860.0
485365,36526.0
485382,38262.0
485399,40097.0
485416,41682.0
485433,42891.0
485450,43296.0
485467,43203.0
485484,41881.0
485501,40116.0
485518,38720.0
485535,36118.0
485552,33114.0
485569,30384.0
485586,28427.0
485603,26940.0
485620,25954.0
485637,25679.0
485654,25856.0
485671,26868.0
485688,28265.0
485705,29494.0
485722,30870.0
485739,31661.0
485756,32755.0
485773,34469.0
485790,36423.0
485807,38354.0
485824,39877.0
485841,41198.0
485858,42017.0
485875,42223.0
485892,41159.0
485909,39556.0
485926,37958.0
485943,35496.0
485960,32654.0
485977,29940.0
485994,27962.0
486011,26558.0
486028,25559.0
486045,25288.0
486062,25415.0
486079,26331.0
486096,27583.0
486113,28752.0
486130,29889.0
486147,30752.0
486164,31983.0
486181,33736.0
486198,35710.0
486215,37440.0
486232,38916.0
486249,39919.0
486266,40573.0
486283,40768.0
486300,39831.0
486317,38320.0
486334,36792.0
486351,34418.0
486368,31613.0
486385,29016.0
486402,27133.0
486419,25756.0
486436,24845.0
486453,24331.0
486470,24532.0
486487,25511.0
486504,26808.0
486521,28006.0
486538,29175.0
486555,29986.0
486572,31030.0
486589,32465.0
486606,34585.0
486623,36685.0
486640,38398.0
486657,39272.0
486674,40007.0
486691,40277.0
486708,39409.0
486725,38015.0
486742,36578.0
486759,34326.0
486776,31503.0
486793,28871.0
486810,27043.0
486827,25547.0
486844,24542.0
486861,24006.0
486878,24191.0
486895,25071.0
486912,26313.0
486929,27657.0
486946,28828.0
486963,29372.0
486980,30221.0
486997,31446.0
487014,33140.0
487031,34932.0
487048,36501.0
487065,37599.0
487082,38138.0
